"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/27/2025 00:00",1231,1644,665,1014,1027,2289,736,255,6144,533,1590,17128
"06/27/2025 01:00",1186,1579,635,971,972,2149,700,242,5902,530,1539,16405
"06/27/2025 02:00",1156,1532,607,941,930,2045,678,230,5707,525,1497,15848
"06/27/2025 03:00",1140,1506,589,925,905,1983,663,221,5557,521,1479,15489
"06/27/2025 04:00",1152,1512,582,930,898,1971,668,220,5520,525,1484,15462
"06/27/2025 05:00",1184,1550,594,955,915,2013,696,224,5649,534,1514,15828
"06/27/2025 06:00",1240,1629,635,1000,958,2123,736,246,6020,549,1570,16706
"06/27/2025 07:00",1289,1691,679,1061,1010,2259,758,264,6417,562,1657,17647
"06/27/2025 08:00",1302,1706,704,1098,1037,2389,755,279,6704,566,1734,18274
"06/27/2025 09:00",1298,1691,716,1124,1037,2463,742,288,6864,568,1801,18592
"06/27/2025 10:00",1298,1691,722,1153,1045,2523,730,291,6909,573,1873,18808
"06/27/2025 11:00",1283,1683,722,1193,1053,2553,718,293,6904,579,1930,18911
"06/27/2025 12:00",1267,1684,723,1236,1072,2583,714,299,6886,577,1989,19030
"06/27/2025 13:00",1265,1717,721,1284,1091,2628,716,305,6852,579,2068,19226
"06/27/2025 14:00",1274,1753,711,1332,1104,2670,727,305,6801,581,2130,19388
"06/27/2025 15:00",1294,1800,717,1373,1117,2720,746,314,6768,581,2158,19588
"06/27/2025 16:00",1325,1824,721,1405,1152,2742,786,324,6754,585,2177,19795
"06/27/2025 17:00",1378,1854,725,1422,1187,2772,817,334,6717,586,2196,19988
"06/27/2025 18:00",1403,1876,707,1461,1191,2727,842,329,6468,589,2189,19782
"06/27/2025 19:00",1424,1889,687,1453,1185,2653,873,315,6278,595,2153,19505
"06/27/2025 20:00",1423,1864,670,1415,1165,2595,875,299,6131,590,2081,19108
"06/27/2025 21:00",1397,1825,657,1384,1136,2516,862,288,6007,586,2055,18713
"06/27/2025 22:00",1329,1739,630,1305,1073,2384,813,270,5801,571,1973,17888
"06/27/2025 23:00",1253,1640,596,1211,999,2231,764,249,5567,559,1872,16941
"06/28/2025 00:00",1168,1526,572,1140,923,2093,715,236,5365,563,1830,16131
"06/28/2025 01:00",1121,1465,548,1080,874,1981,682,225,5191,558,1754,15479
"06/28/2025 02:00",1087,1424,527,1037,842,1899,658,215,5052,552,1699,14992
"06/28/2025 03:00",1075,1401,513,1010,828,1850,645,206,4975,547,1662,14712
"06/28/2025 04:00",1074,1397,507,998,820,1844,642,206,4943,547,1645,14623
"06/28/2025 05:00",1081,1408,511,1002,826,1856,650,207,4972,552,1632,14697
"06/28/2025 06:00",1093,1424,524,1016,850,1912,666,215,5100,558,1627,14985
"06/28/2025 07:00",1117,1449,559,1048,888,2040,681,234,5339,572,1671,15598
"06/28/2025 08:00",1156,1485,600,1085,930,2231,695,257,5609,584,1728,16360
"06/28/2025 09:00",1173,1519,638,1100,970,2390,700,278,5866,588,1787,17009
"06/28/2025 10:00",1182,1534,669,1142,985,2544,704,299,6099,588,1856,17602
"06/28/2025 11:00",1184,1573,685,1203,1001,2672,696,313,6282,592,1902,18103
"06/28/2025 12:00",1190,1634,710,1232,1036,2807,702,322,6420,594,1932,18579
"06/28/2025 13:00",1210,1672,727,1250,1078,2926,707,333,6499,592,1945,18939
"06/28/2025 14:00",1245,1685,738,1266,1115,3016,714,335,6580,594,1960,19248
"06/28/2025 15:00",1284,1731,753,1286,1163,3072,728,341,6695,599,1977,19629
"06/28/2025 16:00",1349,1774,770,1307,1220,3134,762,349,6778,602,1987,20032
"06/28/2025 17:00",1412,1823,783,1324,1261,3191,804,353,6831,606,1991,20379
"06/28/2025 18:00",1444,1879,776,1353,1294,3156,851,354,6788,613,1995,20503
"06/28/2025 19:00",1466,1901,773,1364,1303,3072,891,351,6677,617,1985,20400
"06/28/2025 20:00",1471,1890,769,1338,1286,2986,899,346,6613,615,1956,20169
"06/28/2025 21:00",1450,1857,761,1310,1263,2897,891,336,6586,611,1929,19891
"06/28/2025 22:00",1381,1764,738,1236,1199,2759,847,316,6452,596,1860,19148
"06/28/2025 23:00",1303,1651,701,1148,1122,2588,791,294,6239,586,1764,18187
"06/29/2025 00:00",1231,1548,682,1063,1055,2444,731,280,6011,576,1688,17309
"06/29/2025 01:00",1179,1478,648,1000,989,2289,690,264,5786,569,1612,16504
"06/29/2025 02:00",1138,1426,617,954,938,2168,660,248,5600,563,1560,15872
"06/29/2025 03:00",1118,1398,594,925,907,2087,641,234,5471,557,1524,15456
"06/29/2025 04:00",1105,1376,579,908,883,2052,631,228,5382,559,1509,15212
"06/29/2025 05:00",1092,1367,572,897,872,2025,629,223,5335,560,1486,15058
"06/29/2025 06:00",1083,1357,576,879,876,2031,624,225,5382,564,1464,15061
"06/29/2025 07:00",1093,1341,598,867,904,2122,620,241,5537,568,1481,15372
"06/29/2025 08:00",1115,1280,627,848,947,2278,652,261,5747,585,1481,15821
"06/29/2025 09:00",1122,1253,659,824,998,2436,652,285,5991,591,1518,16329
"06/29/2025 10:00",1122,1229,692,843,1023,2609,642,312,6224,592,1572,16860
"06/29/2025 11:00",1131,1232,711,885,1038,2744,618,329,6399,596,1626,17309
"06/29/2025 12:00",1151,1290,736,918,1077,2886,624,343,6506,597,1689,17817
"06/29/2025 13:00",1200,1356,757,957,1110,3003,623,358,6585,594,1749,18292
"06/29/2025 14:00",1234,1399,762,976,1145,3103,612,362,6647,593,1798,18631
"06/29/2025 15:00",1269,1486,774,1028,1203,3195,611,367,6731,597,1857,19118
"06/29/2025 16:00",1353,1577,797,1114,1269,3281,649,380,6809,606,1932,19767
"06/29/2025 17:00",1442,1673,813,1210,1322,3367,699,386,6887,618,2000,20417
"06/29/2025 18:00",1504,1776,814,1277,1357,3342,753,382,6895,623,2036,20759
"06/29/2025 19:00",1547,1879,811,1334,1371,3236,826,376,6816,628,2061,20885
"06/29/2025 20:00",1566,1947,810,1371,1356,3139,892,373,6799,632,2050,20935
"06/29/2025 21:00",1532,1926,799,1369,1310,3035,891,360,6797,626,2036,20681
"06/29/2025 22:00",1426,1805,758,1283,1212,2834,828,331,6627,609,1954,19667
"06/29/2025 23:00",1322,1676,707,1182,1108,2603,764,301,6349,596,1848,18456
"06/30/2025 00:00",1256,1580,673,1092,1030,2453,707,280,6115,576,1780,17542
"06/30/2025 01:00",1202,1520,637,1036,972,2297,671,260,5899,571,1715,16780
"06/30/2025 02:00",1170,1470,608,998,932,2177,647,245,5708,566,1669,16190
"06/30/2025 03:00",1152,1450,588,978,908,2104,636,233,5587,564,1645,15845
"06/30/2025 04:00",1159,1464,583,986,899,2095,642,231,5581,565,1649,15854
"06/30/2025 05:00",1187,1516,600,1020,914,2137,666,237,5738,575,1680,16270
"06/30/2025 06:00",1247,1547,646,1041,943,2259,677,259,6150,587,1724,17080
"06/30/2025 07:00",1324,1549,707,1071,990,2449,669,283,6644,595,1803,18084
"06/30/2025 08:00",1350,1526,744,1098,1030,2625,634,300,7044,597,1883,18831
"06/30/2025 09:00",1352,1495,769,1116,1067,2766,593,316,7335,597,1959,19365
"06/30/2025 10:00",1355,1515,796,1156,1110,2889,566,334,7505,596,2056,19878
"06/30/2025 11:00",1370,1536,822,1212,1150,3001,554,356,7651,599,2127,20378
