"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/11/2025 00:00",1098,1342,583,916,909,2057,642,239,5138,561,1566,15051
"06/11/2025 01:00",1050,1301,543,884,852,1921,613,220,4885,556,1525,14350
"06/11/2025 02:00",1019,1269,513,860,812,1829,595,207,4694,550,1495,13843
"06/11/2025 03:00",1002,1255,493,848,789,1778,591,199,4569,548,1477,13549
"06/11/2025 04:00",1010,1280,488,858,784,1773,605,199,4538,551,1486,13572
"06/11/2025 05:00",1048,1320,505,884,800,1813,635,206,4697,560,1525,13993
"06/11/2025 06:00",1096,1366,558,903,836,1913,653,230,5134,571,1583,14843
"06/11/2025 07:00",1104,1321,612,884,833,2021,606,246,5646,574,1638,15485
"06/11/2025 08:00",1051,1229,634,852,782,2109,552,244,6043,566,1637,15699
"06/11/2025 09:00",998,1182,642,852,734,2173,492,242,6296,565,1637,15813
"06/11/2025 10:00",986,1209,655,879,728,2257,466,248,6436,568,1651,16083
"06/11/2025 11:00",1020,1245,670,909,754,2383,448,259,6579,570,1670,16507
"06/11/2025 12:00",1039,1261,689,944,802,2498,441,276,6649,567,1695,16861
"06/11/2025 13:00",1070,1293,720,993,874,2644,431,290,6717,569,1730,17331
"06/11/2025 14:00",1103,1310,748,1005,939,2802,434,314,6847,575,1746,17823
"06/11/2025 15:00",1153,1322,793,1005,1008,2961,463,338,7028,576,1773,18420
"06/11/2025 16:00",1236,1402,831,1046,1109,3150,534,361,7214,583,1832,19298
"06/11/2025 17:00",1358,1538,860,1119,1219,3299,619,377,7294,595,1918,20196
"06/11/2025 18:00",1480,1704,852,1233,1311,3309,723,383,7090,609,1969,20663
"06/11/2025 19:00",1535,1829,839,1310,1344,3206,814,380,6894,618,1995,20764
"06/11/2025 20:00",1545,1837,820,1302,1337,3099,866,373,6732,618,1958,20487
"06/11/2025 21:00",1503,1797,803,1271,1289,2953,854,359,6600,611,1937,19977
"06/11/2025 22:00",1390,1672,755,1180,1178,2703,788,328,6303,593,1855,18745
"06/11/2025 23:00",1279,1552,693,1090,1067,2432,725,291,5935,580,1756,17400
"06/12/2025 00:00",1219,1486,642,1027,985,2243,679,268,5595,576,1671,16391
"06/12/2025 01:00",1168,1430,600,977,925,2085,650,249,5315,571,1609,15579
