"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/02/2025 00:00",933,1271,476,825,761,1666,620,197,4103,552,1484,12888
"06/02/2025 01:00",902,1240,465,801,728,1578,601,188,3919,547,1460,12429
"06/02/2025 02:00",892,1224,449,787,708,1532,591,181,3796,544,1448,12152
"06/02/2025 03:00",894,1222,439,783,702,1512,589,174,3731,542,1445,12033
"06/02/2025 04:00",920,1253,437,798,708,1537,607,176,3751,543,1462,12192
"06/02/2025 05:00",971,1318,454,835,733,1605,649,189,3910,558,1505,12727
"06/02/2025 06:00",1035,1382,489,856,771,1699,669,210,4289,577,1565,13542
"06/02/2025 07:00",1029,1318,524,820,766,1784,588,222,4721,582,1603,13957
"06/02/2025 08:00",947,1164,532,759,701,1792,472,215,5006,574,1580,13742
"06/02/2025 09:00",863,1043,537,715,622,1747,394,208,5179,570,1561,13439
"06/02/2025 10:00",818,1000,539,701,589,1733,352,203,5247,567,1549,13298
"06/02/2025 11:00",797,989,544,697,592,1721,322,203,5276,563,1548,13252
"06/02/2025 12:00",778,992,542,691,604,1734,310,210,5318,563,1545,13287
"06/02/2025 13:00",794,997,539,708,611,1799,301,208,5361,558,1555,13431
"06/02/2025 14:00",804,1014,546,716,628,1853,311,214,5424,557,1559,13626
"06/02/2025 15:00",834,1034,568,730,687,1969,324,227,5523,559,1576,14031
"06/02/2025 16:00",916,1100,597,769,784,2154,385,244,5642,569,1618,14778
"06/02/2025 17:00",1063,1258,630,854,904,2363,476,270,5720,583,1665,15786
"06/02/2025 18:00",1180,1439,646,949,1017,2502,614,291,5654,595,1733,16620
"06/02/2025 19:00",1241,1539,627,1025,1040,2459,727,287,5497,609,1759,16810
"06/02/2025 20:00",1252,1572,621,1044,1043,2412,775,280,5379,611,1747,16736
"06/02/2025 21:00",1208,1536,608,1024,1005,2306,762,268,5245,600,1730,16292
"06/02/2025 22:00",1113,1439,568,957,922,2115,708,244,4989,584,1659,15298
"06/02/2025 23:00",1026,1357,519,901,833,1902,653,218,4651,569,1583,14212
"06/03/2025 00:00",973,1306,492,856,770,1760,618,195,4289,562,1535,13356
"06/03/2025 01:00",944,1273,479,828,735,1651,595,181,4074,559,1497,12816
"06/03/2025 02:00",929,1249,461,809,713,1587,583,176,3932,556,1474,12469
"06/03/2025 03:00",923,1245,450,801,706,1554,581,170,3856,553,1463,12302
"06/03/2025 04:00",944,1268,445,813,712,1570,600,174,3869,558,1477,12430
"06/03/2025 05:00",983,1327,460,847,737,1630,642,186,4030,569,1520,12931
"06/03/2025 06:00",1042,1411,499,880,781,1731,690,208,4440,581,1584,13847
"06/03/2025 07:00",1055,1395,534,861,784,1828,661,221,4901,588,1627,14455
"06/03/2025 08:00",1016,1274,550,808,743,1871,589,220,5232,585,1615,14503
"06/03/2025 09:00",971,1150,562,773,681,1849,525,217,5439,584,1601,14352
"06/03/2025 10:00",961,1109,571,776,650,1860,472,214,5551,587,1611,14362
"06/03/2025 11:00",943,1105,582,798,649,1895,430,216,5667,585,1631,14501
"06/03/2025 12:00",889,1121,588,823,673,1935,410,226,5781,580,1654,14680
"06/03/2025 13:00",878,1151,601,865,682,2033,404,234,5885,577,1687,14997
"06/03/2025 14:00",911,1168,629,887,738,2141,397,247,5986,582,1712,15398
"06/03/2025 15:00",982,1195,665,918,813,2304,410,267,6122,587,1745,16008
"06/03/2025 16:00",1113,1313,695,957,936,2502,482,289,6236,592,1800,16915
"06/03/2025 17:00",1259,1476,730,1045,1075,2681,564,316,6294,604,1871,17915
"06/03/2025 18:00",1362,1641,719,1152,1164,2734,684,326,6106,616,1951,18455
"06/03/2025 19:00",1400,1738,712,1230,1201,2684,787,325,5948,617,1967,18609
"06/03/2025 20:00",1400,1762,696,1234,1181,2580,829,318,5756,617,1949,18322
"06/03/2025 21:00",1355,1722,676,1197,1131,2460,812,300,5586,610,1921,17770
"06/03/2025 22:00",1245,1606,626,1110,1032,2258,749,272,5301,597,1833,16629
"06/03/2025 23:00",1136,1495,573,1030,931,2036,683,243,4975,587,1733,15422
"06/04/2025 00:00",1059,1394,543,966,851,1856,633,217,4589,571,1661,14340
