"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/26/2025 00:00",1527,1748,957,1180,1365,3196,823,396,8158,546,1804,21700
"06/26/2025 01:00",1446,1657,905,1111,1266,2963,772,371,7803,541,1719,20554
"06/26/2025 02:00",1381,1602,858,1064,1190,2786,740,348,7477,537,1659,19642
"06/26/2025 03:00",1342,1570,819,1037,1135,2657,722,328,7228,535,1618,18991
"06/26/2025 04:00",1332,1575,797,1036,1105,2582,725,318,7106,535,1608,18719
"06/26/2025 05:00",1346,1622,796,1056,1101,2575,749,319,7169,543,1629,18905
"06/26/2025 06:00",1392,1692,829,1102,1137,2648,774,334,7509,557,1690,19664
"06/26/2025 07:00",1427,1754,874,1160,1183,2756,770,348,7878,562,1779,20491
"06/26/2025 08:00",1428,1764,887,1191,1214,2864,752,356,8120,566,1853,20995
"06/26/2025 09:00",1420,1765,895,1212,1213,2918,732,361,8249,567,1909,21241
"06/26/2025 10:00",1430,1790,891,1232,1226,2961,730,366,8269,569,1953,21417
"06/26/2025 11:00",1432,1788,887,1271,1246,3004,721,371,8227,572,1991,21510
"06/26/2025 12:00",1422,1817,888,1294,1276,3066,724,378,8151,571,2034,21621
"06/26/2025 13:00",1432,1858,882,1327,1312,3123,743,388,8057,574,2070,21766
"06/26/2025 14:00",1439,1874,876,1337,1324,3160,760,391,7978,574,2083,21796
"06/26/2025 15:00",1457,1915,884,1338,1349,3191,775,398,7961,575,2085,21928
"06/26/2025 16:00",1489,1935,889,1346,1378,3221,816,402,7940,584,2092,22092
"06/26/2025 17:00",1542,1981,889,1342,1412,3250,849,410,7877,592,2099,22243
"06/26/2025 18:00",1547,2018,870,1361,1407,3167,870,407,7582,596,2072,21897
"06/26/2025 19:00",1547,2044,843,1352,1386,3030,902,393,7321,597,2035,21450
"06/26/2025 20:00",1528,2014,809,1316,1329,2903,907,369,7083,593,1968,20819
"06/26/2025 21:00",1486,1971,778,1289,1275,2781,892,350,6888,587,1938,20235
"06/26/2025 22:00",1398,1854,728,1211,1180,2587,829,319,6589,571,1865,19131
"06/26/2025 23:00",1307,1733,677,1127,1081,2372,768,285,6227,557,1769,17903
"06/27/2025 00:00",1223,1616,642,1047,999,2205,721,266,5857,560,1695,16831
"06/27/2025 01:00",1175,1547,613,999,944,2068,682,253,5632,556,1631,16100
"06/27/2025 02:00",1142,1506,586,968,904,1973,660,240,5443,549,1584,15555
