"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/30/2025 00:00",1295,1538,744,1055,1095,2708,722,302,6618,571,1803,18451
"06/30/2025 01:00",1228,1469,700,1005,1021,2515,686,276,6341,566,1737,17544
"06/30/2025 02:00",1187,1417,662,968,971,2368,661,256,6098,561,1696,16845
"06/30/2025 03:00",1170,1395,634,949,939,2275,649,242,5937,558,1675,16423
"06/30/2025 04:00",1174,1414,623,956,925,2249,656,239,5893,559,1682,16370
"06/30/2025 05:00",1199,1458,631,988,928,2268,680,244,6013,571,1708,16688
"06/30/2025 06:00",1249,1519,670,1020,952,2361,701,262,6380,583,1758,17455
"06/30/2025 07:00",1308,1574,733,1066,991,2556,685,284,6865,590,1858,18510
"06/30/2025 08:00",1328,1553,776,1089,1011,2748,645,301,7278,598,1937,19264
"06/30/2025 09:00",1329,1547,805,1149,1033,2898,605,319,7588,602,2003,19878
"06/30/2025 10:00",1330,1583,841,1230,1069,3045,592,344,7799,607,2087,20527
"06/30/2025 11:00",1371,1652,875,1322,1132,3215,567,368,7991,613,2182,21288
"06/30/2025 12:00",1407,1742,907,1406,1212,3409,569,395,8176,612,2267,22102
"06/30/2025 13:00",1466,1852,947,1488,1306,3602,613,417,8301,618,2362,22972
"06/30/2025 14:00",1513,1913,982,1554,1391,3749,643,438,8411,625,2440,23659
"06/30/2025 15:00",1590,2003,1026,1613,1496,3889,704,469,8553,632,2500,24475
"06/30/2025 16:00",1730,2113,1061,1668,1598,4024,786,489,8658,640,2557,25324
"06/30/2025 17:00",1874,2242,1083,1728,1697,4115,891,504,8669,653,2595,26051
"06/30/2025 18:00",1956,2359,1066,1786,1753,4054,994,503,8417,665,2593,26146
"06/30/2025 19:00",1988,2404,1035,1789,1748,3872,1078,488,8173,675,2554,25804
"06/30/2025 20:00",1970,2365,1001,1732,1687,3686,1101,468,7983,672,2474,25139
"06/30/2025 21:00",1901,2286,969,1670,1601,3515,1073,442,7859,665,2429,24410
"06/30/2025 22:00",1762,2122,909,1550,1458,3240,990,406,7553,647,2322,22959
"06/30/2025 23:00",1620,1966,842,1429,1323,2949,906,366,7133,630,2188,21352
"07/01/2025 00:00",1507,1853,795,1310,1223,2745,838,344,6755,621,2053,20044
"07/01/2025 01:00",1443,1774,760,1242,1155,2589,804,322,6498,612,1965,19164
"07/01/2025 02:00",1397,1713,728,1190,1105,2473,777,306,6301,606,1906,18502
"07/01/2025 03:00",1376,1684,708,1156,1076,2404,764,296,6186,601,1875,18126
"07/01/2025 04:00",1377,1697,702,1153,1065,2397,766,293,6187,603,1868,18108
"07/01/2025 05:00",1412,1747,720,1180,1081,2456,795,303,6372,611,1893,18570
"07/01/2025 06:00",1479,1836,769,1229,1124,2579,846,325,6829,624,1950,19590
"07/01/2025 07:00",1556,1924,832,1311,1192,2784,896,349,7364,637,2045,20890
"07/01/2025 08:00",1602,1974,878,1365,1256,2995,918,368,7802,642,2103,21903
"07/01/2025 09:00",1631,1986,917,1396,1315,3173,915,387,8154,652,2126,22652
"07/01/2025 10:00",1656,1987,962,1417,1370,3345,914,412,8435,659,2154,23311
"07/01/2025 11:00",1691,1993,1007,1428,1428,3541,902,433,8684,659,2178,23944
"07/01/2025 12:00",1723,2011,1041,1439,1475,3731,887,455,8895,658,2197,24512
"07/01/2025 13:00",1746,2018,1072,1442,1524,3896,886,467,9048,663,2223,24985
"07/01/2025 14:00",1757,1974,1080,1427,1544,4042,862,466,9132,664,2224,25172
"07/01/2025 15:00",1778,1980,1088,1432,1584,4160,845,474,9184,663,2225,25413
"07/01/2025 16:00",1818,2002,1091,1435,1621,4223,849,475,9201,662,2252,25629
"07/01/2025 17:00",1885,2035,1091,1454,1662,4238,875,482,9147,662,2256,25787
"07/01/2025 18:00",1916,2066,1071,1487,1674,4155,909,485,8851,666,2251,25531
"07/01/2025 19:00",1910,2097,1040,1507,1646,3986,959,474,8554,670,2230,25073
"07/01/2025 20:00",1885,2110,1008,1487,1612,3821,1006,459,8330,673,2172,24563
"07/01/2025 21:00",1826,2066,973,1455,1546,3648,990,438,8145,666,2143,23896
"07/01/2025 22:00",1706,1932,916,1355,1429,3375,918,407,7796,649,2056,22539
