"Time Stamp","Capitl","Centrl","Dunwod","Genese","Hud Vl","Longil","Mhk Vl","Millwd","N.Y.C.","North","West","NYISO"
"06/08/2025 00:00",1127,1332,584,878,915,2067,636,252,5347,559,1528,15225
"06/08/2025 01:00",1075,1272,554,832,857,1923,601,237,5103,557,1477,14488
"06/08/2025 02:00",1042,1251,525,804,820,1826,579,224,4916,551,1444,13982
"06/08/2025 03:00",1025,1227,502,786,802,1758,567,220,4782,547,1421,13637
"06/08/2025 04:00",1022,1216,488,778,789,1730,564,212,4712,545,1411,13467
"06/08/2025 05:00",1015,1206,487,773,780,1706,559,213,4691,542,1396,13368
"06/08/2025 06:00",1000,1187,497,751,780,1716,527,217,4732,541,1383,13331
"06/08/2025 07:00",996,1162,513,733,788,1766,481,228,4872,539,1399,13477
"06/08/2025 08:00",1009,1158,537,743,801,1864,473,245,5087,544,1422,13883
"06/08/2025 09:00",1013,1157,562,767,803,1960,474,262,5310,553,1446,14307
"06/08/2025 10:00",1039,1194,585,802,845,2078,478,278,5523,559,1481,14862
"06/08/2025 11:00",1061,1228,614,829,901,2194,494,294,5713,566,1514,15408
"06/08/2025 12:00",1092,1275,637,857,953,2314,514,303,5831,568,1551,15895
"06/08/2025 13:00",1121,1306,656,887,1010,2393,529,314,5901,568,1588,16273
"06/08/2025 14:00",1144,1352,669,915,1057,2438,550,330,5927,568,1625,16575
"06/08/2025 15:00",1205,1413,683,951,1090,2500,564,342,5942,574,1650,16914
"06/08/2025 16:00",1300,1510,688,990,1151,2564,622,357,5960,579,1699,17420
"06/08/2025 17:00",1392,1595,697,1041,1191,2603,691,368,5937,590,1741,17846
"06/08/2025 18:00",1424,1667,686,1092,1210,2553,762,360,5826,599,1774,17953
"06/08/2025 19:00",1454,1692,678,1107,1205,2503,809,354,5745,602,1775,17924
"06/08/2025 20:00",1451,1674,675,1101,1185,2465,819,344,5693,601,1761,17769
"06/08/2025 21:00",1402,1630,657,1089,1144,2391,800,330,5645,597,1757,17442
"06/08/2025 22:00",1304,1530,615,1028,1061,2235,739,303,5461,584,1697,16557
"06/08/2025 23:00",1211,1441,571,960,975,2047,683,273,5198,573,1626,15558
"06/09/2025 00:00",1144,1361,543,900,892,1881,646,242,4913,551,1569,14642
"06/09/2025 01:00",1099,1322,512,872,844,1773,625,228,4724,545,1538,14082
"06/09/2025 02:00",1074,1299,491,854,813,1711,611,218,4585,541,1516,13713
"06/09/2025 03:00",1066,1292,478,847,798,1676,604,215,4504,537,1503,13520
"06/09/2025 04:00",1079,1322,480,862,799,1691,617,213,4524,538,1517,13642
"06/09/2025 05:00",1131,1384,502,902,827,1766,656,225,4720,548,1566,14227
"06/09/2025 06:00",1199,1489,556,957,886,1890,703,250,5136,564,1633,15263
"06/09/2025 07:00",1228,1516,602,989,929,2004,685,269,5567,574,1698,16061
"06/09/2025 08:00",1197,1481,618,983,933,2080,667,274,5873,573,1717,16396
"06/09/2025 09:00",1176,1454,631,988,923,2123,629,281,6072,574,1740,16591
"06/09/2025 10:00",1180,1457,638,1010,932,2181,604,286,6174,575,1771,16808
"06/09/2025 11:00",1199,1470,648,1033,943,2234,603,289,6281,577,1800,17077
"06/09/2025 12:00",1207,1475,655,1067,950,2272,609,288,6360,577,1818,17278
"06/09/2025 13:00",1225,1511,662,1101,971,2331,618,287,6419,576,1843,17544
"06/09/2025 14:00",1235,1525,669,1124,985,2394,631,300,6459,579,1856,17757
"06/09/2025 15:00",1266,1534,696,1134,1022,2461,645,307,6495,581,1847,17988
"06/09/2025 16:00",1322,1565,709,1156,1071,2525,679,320,6534,590,1857,18328
"06/09/2025 17:00",1397,1625,723,1184,1130,2588,719,331,6497,599,1882,18675
"06/09/2025 18:00",1445,1694,720,1202,1168,2592,772,340,6279,605,1887,18704
"06/09/2025 19:00",1480,1744,706,1218,1179,2549,813,338,6124,612,1883,18646
"06/09/2025 20:00",1485,1743,691,1207,1180,2515,838,328,5987,610,1856,18440
"06/09/2025 21:00",1437,1697,670,1181,1141,2421,821,317,5828,601,1837,17951
