"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/06/2025 00:00","CAPITL",61757,123.93,1.31,-84.28
"06/06/2025 00:00","CENTRL",61754,38.46,0.11,0.00
"06/06/2025 00:00","DUNWOD",61760,47.63,2.07,-7.21
"06/06/2025 00:00","GENESE",61753,38.05,-0.31,0.00
"06/06/2025 00:00","H Q",61844,38.36,0.01,0.00
"06/06/2025 00:00","HUD VL",61758,48.39,1.92,-8.12
"06/06/2025 00:00","LONGIL",61762,73.80,2.36,-33.09
"06/06/2025 00:00","MHK VL",61756,42.82,1.29,-3.18
"06/06/2025 00:00","MILLWD",61759,47.54,1.92,-7.28
"06/06/2025 00:00","N.Y.C.",61761,47.66,2.10,-7.21
"06/06/2025 00:00","NORTH",61755,38.77,0.42,0.00
"06/06/2025 00:00","NPX",61845,195.55,1.92,-155.27
"06/06/2025 00:00","O H",61846,37.34,-1.01,0.00
"06/06/2025 00:00","PJM",61847,43.28,0.41,-4.52
"06/06/2025 00:00","WEST",61752,38.14,-0.22,0.00
"06/06/2025 01:00","CAPITL",61757,35.87,1.18,0.00
"06/06/2025 01:00","CENTRL",61754,34.95,0.26,0.00
"06/06/2025 01:00","DUNWOD",61760,36.75,2.06,0.00
"06/06/2025 01:00","GENESE",61753,34.56,-0.14,0.00
"06/06/2025 01:00","H Q",61844,34.53,-0.17,0.00
"06/06/2025 01:00","HUD VL",61758,36.57,1.88,0.00
"06/06/2025 01:00","LONGIL",61762,54.21,2.33,-17.18
"06/06/2025 01:00","MHK VL",61756,35.88,1.19,0.00
"06/06/2025 01:00","MILLWD",61759,36.60,1.90,0.00
"06/06/2025 01:00","N.Y.C.",61761,36.86,2.17,0.00
"06/06/2025 01:00","NORTH",61755,34.89,0.19,0.00
"06/06/2025 01:00","NPX",61845,65.93,1.81,-29.43
"06/06/2025 01:00","O H",61846,34.03,-0.67,0.00
"06/06/2025 01:00","PJM",61847,35.34,0.65,0.00
"06/06/2025 01:00","WEST",61752,34.76,0.07,0.00
"06/06/2025 02:00","CAPITL",61757,33.57,1.19,0.00
"06/06/2025 02:00","CENTRL",61754,32.56,0.18,0.00
"06/06/2025 02:00","DUNWOD",61760,34.38,1.99,0.00
"06/06/2025 02:00","GENESE",61753,32.05,-0.34,0.00
"06/06/2025 02:00","H Q",61844,32.15,-0.24,0.00
"06/06/2025 02:00","HUD VL",61758,34.21,1.82,0.00
"06/06/2025 02:00","LONGIL",61762,50.58,2.19,-16.01
"06/06/2025 02:00","MHK VL",61756,33.47,1.08,0.00
"06/06/2025 02:00","MILLWD",61759,34.23,1.85,0.00
"06/06/2025 02:00","N.Y.C.",61761,34.47,2.08,0.00
"06/06/2025 02:00","NORTH",61755,32.41,0.03,0.00
"06/06/2025 02:00","NPX",61845,58.54,1.81,-24.34
"06/06/2025 02:00","O H",61846,31.48,-0.90,0.00
"06/06/2025 02:00","PJM",61847,32.98,0.60,0.00
"06/06/2025 02:00","WEST",61752,32.16,-0.22,0.00
