"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/11/2025 00:00","CAPITL",61757,24.49,0.79,0.00
"06/11/2025 00:00","CENTRL",61754,23.53,-0.16,0.00
"06/11/2025 00:00","DUNWOD",61760,25.12,1.43,0.00
"06/11/2025 00:00","GENESE",61753,23.09,-0.60,0.00
"06/11/2025 00:00","H Q",61844,23.66,-0.03,0.00
"06/11/2025 00:00","HUD VL",61758,24.93,1.24,0.00
"06/11/2025 00:00","LONGIL",61762,25.16,1.47,0.00
"06/11/2025 00:00","MHK VL",61756,24.06,0.37,0.00
"06/11/2025 00:00","MILLWD",61759,24.99,1.30,0.00
"06/11/2025 00:00","N.Y.C.",61761,25.17,1.48,0.00
"06/11/2025 00:00","NORTH",61755,23.69,-0.01,0.00
"06/11/2025 00:00","NPX",61845,24.46,0.76,0.00
"06/11/2025 00:00","O H",61846,22.51,-1.19,0.00
"06/11/2025 00:00","PJM",61847,28.89,0.31,-4.89
"06/11/2025 00:00","WEST",61752,22.93,-0.77,0.00
"06/11/2025 01:00","CAPITL",61757,19.07,0.76,0.00
"06/11/2025 01:00","CENTRL",61754,18.14,-0.17,0.00
"06/11/2025 01:00","DUNWOD",61760,19.57,1.26,0.00
"06/11/2025 01:00","GENESE",61753,17.67,-0.64,0.00
"06/11/2025 01:00","H Q",61844,18.19,-0.12,0.00
"06/11/2025 01:00","HUD VL",61758,19.41,1.10,0.00
"06/11/2025 01:00","LONGIL",61762,19.70,1.39,0.00
"06/11/2025 01:00","MHK VL",61756,18.55,0.24,0.00
"06/11/2025 01:00","MILLWD",61759,19.47,1.16,0.00
"06/11/2025 01:00","N.Y.C.",61761,19.63,1.32,0.00
"06/11/2025 01:00","NORTH",61755,18.20,-0.11,0.00
"06/11/2025 01:00","NPX",61845,19.11,0.80,0.00
"06/11/2025 01:00","O H",61846,17.10,-1.17,0.04
"06/11/2025 01:00","PJM",61847,18.55,0.23,0.00
"06/11/2025 01:00","WEST",61752,17.44,-0.87,0.00
"06/11/2025 02:00","CAPITL",61757,21.88,0.88,0.00
"06/11/2025 02:00","CENTRL",61754,20.75,-0.24,0.00
"06/11/2025 02:00","DUNWOD",61760,22.37,1.38,0.00
"06/11/2025 02:00","GENESE",61753,20.23,-0.76,0.00
"06/11/2025 02:00","H Q",61844,20.84,-0.15,0.00
"06/11/2025 02:00","HUD VL",61758,22.22,1.23,0.00
"06/11/2025 02:00","LONGIL",61762,22.55,1.55,0.00
"06/11/2025 02:00","MHK VL",61756,21.23,0.23,0.00
"06/11/2025 02:00","MILLWD",61759,22.27,1.28,0.00
"06/11/2025 02:00","N.Y.C.",61761,22.41,1.42,0.00
"06/11/2025 02:00","NORTH",61755,20.83,-0.17,0.00
"06/11/2025 02:00","NPX",61845,21.91,0.91,0.00
"06/11/2025 02:00","O H",61846,19.64,-1.36,0.00
"06/11/2025 02:00","PJM",61847,21.25,0.25,0.00
"06/11/2025 02:00","WEST",61752,19.99,-1.01,0.00
"06/11/2025 03:00","CAPITL",61757,19.70,0.80,0.00
"06/11/2025 03:00","CENTRL",61754,18.65,-0.25,0.00
"06/11/2025 03:00","DUNWOD",61760,20.12,1.22,0.00
"06/11/2025 03:00","GENESE",61753,18.19,-0.71,0.00
"06/11/2025 03:00","H Q",61844,18.76,-0.14,0.00
"06/11/2025 03:00","HUD VL",61758,19.97,1.07,0.00
"06/11/2025 03:00","LONGIL",61762,20.31,1.40,0.00
"06/11/2025 03:00","MHK VL",61756,19.14,0.23,0.00
"06/11/2025 03:00","MILLWD",61759,20.03,1.13,0.00
"06/11/2025 03:00","N.Y.C.",61761,20.17,1.27,0.00
"06/11/2025 03:00","NORTH",61755,18.74,-0.16,0.00
"06/11/2025 03:00","NPX",61845,19.74,0.84,0.00
"06/11/2025 03:00","O H",61846,17.66,-1.24,0.00
"06/11/2025 03:00","PJM",61847,19.07,0.17,0.00
"06/11/2025 03:00","WEST",61752,17.96,-0.94,0.00
"06/11/2025 04:00","CAPITL",61757,20.63,0.85,0.00
"06/11/2025 04:00","CENTRL",61754,19.57,-0.20,0.00
"06/11/2025 04:00","DUNWOD",61760,21.07,1.30,0.00
"06/11/2025 04:00","GENESE",61753,19.10,-0.67,0.00
"06/11/2025 04:00","H Q",61844,19.59,-0.18,0.00
"06/11/2025 04:00","HUD VL",61758,20.91,1.14,0.00
"06/11/2025 04:00","LONGIL",61762,21.64,1.51,-0.36
"06/11/2025 04:00","MHK VL",61756,20.06,0.29,0.00
"06/11/2025 04:00","MILLWD",61759,20.98,1.20,0.00
"06/11/2025 04:00","N.Y.C.",61761,21.12,1.36,0.00
"06/11/2025 04:00","NORTH",61755,19.55,-0.22,0.00
"06/11/2025 04:00","NPX",61845,20.66,0.89,0.00
"06/11/2025 04:00","O H",61846,18.01,-1.22,0.54
"06/11/2025 04:00","PJM",61847,20.00,0.23,0.00
"06/11/2025 04:00","WEST",61752,18.89,-0.88,0.00
"06/11/2025 05:00","CAPITL",61757,22.18,0.82,0.00
"06/11/2025 05:00","CENTRL",61754,21.12,-0.23,0.00
"06/11/2025 05:00","DUNWOD",61760,22.61,1.26,0.00
"06/11/2025 05:00","GENESE",61753,20.69,-0.66,0.00
"06/11/2025 05:00","H Q",61844,21.27,-0.08,0.00
"06/11/2025 05:00","HUD VL",61758,22.46,1.10,0.00
"06/11/2025 05:00","LONGIL",61762,22.79,1.44,0.00
"06/11/2025 05:00","MHK VL",61756,21.68,0.32,0.00
"06/11/2025 05:00","MILLWD",61759,22.52,1.16,0.00
"06/11/2025 05:00","N.Y.C.",61761,22.67,1.31,0.00
"06/11/2025 05:00","NORTH",61755,21.24,-0.12,0.00
"06/11/2025 05:00","NPX",61845,22.16,0.81,0.00
"06/11/2025 05:00","O H",61846,20.12,-1.24,0.00
"06/11/2025 05:00","PJM",61847,21.54,0.19,0.00
"06/11/2025 05:00","WEST",61752,20.50,-0.85,0.00
"06/11/2025 06:00","CAPITL",61757,23.54,0.83,0.00
"06/11/2025 06:00","CENTRL",61754,22.56,-0.23,-0.08
"06/11/2025 06:00","DUNWOD",61760,24.12,1.42,0.00
"06/11/2025 06:00","GENESE",61753,22.11,-0.59,0.00
"06/11/2025 06:00","H Q",61844,22.67,-0.04,0.00
"06/11/2025 06:00","HUD VL",61758,23.92,1.21,0.00
"06/11/2025 06:00","LONGIL",61762,24.26,1.55,0.00
"06/11/2025 06:00","MHK VL",61756,23.16,0.45,0.00
"06/11/2025 06:00","MILLWD",61759,24.00,1.30,0.00
"06/11/2025 06:00","N.Y.C.",61761,24.22,1.51,0.00
"06/11/2025 06:00","NORTH",61755,22.67,-0.04,0.00
"06/11/2025 06:00","NPX",61845,23.48,0.77,0.00
"06/11/2025 06:00","O H",61846,21.38,-1.18,0.15
"06/11/2025 06:00","PJM",61847,23.00,0.30,0.00
"06/11/2025 06:00","WEST",61752,21.85,-0.74,0.12
"06/11/2025 07:00","CAPITL",61757,26.37,0.81,0.00
"06/11/2025 07:00","CENTRL",61754,26.27,-0.24,-0.95
"06/11/2025 07:00","DUNWOD",61760,27.25,1.69,0.00
"06/11/2025 07:00","GENESE",61753,24.99,-0.57,0.00
"06/11/2025 07:00","H Q",61844,25.55,-0.01,0.00
"06/11/2025 07:00","HUD VL",61758,26.98,1.42,0.00
"06/11/2025 07:00","LONGIL",61762,27.31,1.76,0.00
"06/11/2025 07:00","MHK VL",61756,26.10,0.54,0.00
"06/11/2025 07:00","MILLWD",61759,27.09,1.53,0.00
"06/11/2025 07:00","N.Y.C.",61761,27.39,1.83,0.00
"06/11/2025 07:00","NORTH",61755,25.57,0.01,0.00
"06/11/2025 07:00","NPX",61845,26.37,0.82,0.00
"06/11/2025 07:00","O H",61846,22.70,-1.14,1.72
"06/11/2025 07:00","PJM",61847,26.00,0.44,0.00
"06/11/2025 07:00","WEST",61752,23.56,-0.64,1.36
"06/11/2025 08:00","CAPITL",61757,25.38,0.63,0.00
"06/11/2025 08:00","CENTRL",61754,25.75,-0.25,-1.25
"06/11/2025 08:00","DUNWOD",61760,26.52,1.77,0.00
"06/11/2025 08:00","GENESE",61753,24.33,-0.42,0.00
"06/11/2025 08:00","H Q",61844,24.72,-0.03,0.00
"06/11/2025 08:00","HUD VL",61758,26.21,1.46,0.00
"06/11/2025 08:00","LONGIL",61762,26.64,1.84,-0.05
"06/11/2025 08:00","MHK VL",61756,25.23,0.48,0.00
"06/11/2025 08:00","MILLWD",61759,26.34,1.59,0.00
"06/11/2025 08:00","N.Y.C.",61761,26.68,1.94,0.00
"06/11/2025 08:00","NORTH",61755,24.66,-0.10,0.00
"06/11/2025 08:00","NPX",61845,25.52,0.77,0.00
"06/11/2025 08:00","O H",61846,21.66,-0.78,2.31
"06/11/2025 08:00","PJM",61847,25.33,0.58,0.00
"06/11/2025 08:00","WEST",61752,22.59,-0.31,1.85
"06/11/2025 09:00","CAPITL",61757,23.36,0.51,0.00
"06/11/2025 09:00","CENTRL",61754,22.91,-0.24,-0.30
"06/11/2025 09:00","DUNWOD",61760,24.64,1.79,0.00
"06/11/2025 09:00","GENESE",61753,22.43,-0.42,0.00
"06/11/2025 09:00","H Q",61844,22.79,-0.06,0.00
"06/11/2025 09:00","HUD VL",61758,24.32,1.47,0.00
"06/11/2025 09:00","LONGIL",61762,25.32,1.94,-0.52
"06/11/2025 09:00","MHK VL",61756,23.28,0.43,0.00
"06/11/2025 09:00","MILLWD",61759,24.46,1.61,0.00
"06/11/2025 09:00","N.Y.C.",61761,24.83,1.98,0.00
"06/11/2025 09:00","NORTH",61755,22.67,-0.18,0.00
"06/11/2025 09:00","NPX",61845,23.58,0.73,0.00
"06/11/2025 09:00","O H",61846,21.53,-0.71,0.61
"06/11/2025 09:00","PJM",61847,23.46,0.62,0.00
"06/11/2025 09:00","WEST",61752,22.10,-0.25,0.50
"06/11/2025 10:00","CAPITL",61757,21.44,0.46,0.19
"06/11/2025 10:00","CENTRL",61754,22.45,-0.32,-1.60
"06/11/2025 10:00","DUNWOD",61760,28.30,1.78,-5.35
"06/11/2025 10:00","GENESE",61753,20.66,-0.54,-0.04
"06/11/2025 10:00","H Q",61844,20.98,-0.06,0.12
"06/11/2025 10:00","HUD VL",61758,21.29,1.46,1.34
"06/11/2025 10:00","LONGIL",61762,28.41,2.03,-5.20
"06/11/2025 10:00","MHK VL",61756,21.62,0.33,-0.13
"06/11/2025 10:00","MILLWD",61759,27.30,1.61,-4.53
"06/11/2025 10:00","N.Y.C.",61761,28.37,1.97,-5.24
"06/11/2025 10:00","NORTH",61755,20.93,-0.24,0.00
"06/11/2025 10:00","NPX",61845,22.18,0.71,-0.30
"06/11/2025 10:00","O H",61846,16.90,-0.93,3.34
"06/11/2025 10:00","PJM",61847,16.86,0.50,4.80
"06/11/2025 10:00","WEST",61752,17.88,-0.58,2.70
"06/11/2025 11:00","CAPITL",61757,25.13,0.53,0.00
"06/11/2025 11:00","CENTRL",61754,26.76,-0.32,-2.49
"06/11/2025 11:00","DUNWOD",61760,26.61,2.01,0.00
"06/11/2025 11:00","GENESE",61753,23.97,-0.62,0.00
"06/11/2025 11:00","H Q",61844,24.54,-0.05,0.00
"06/11/2025 11:00","HUD VL",61758,26.25,1.66,0.00
"06/11/2025 11:00","LONGIL",61762,27.03,2.16,-0.27
"06/11/2025 11:00","MHK VL",61756,25.00,0.40,0.00
"06/11/2025 11:00","MILLWD",61759,26.42,1.82,0.00
"06/11/2025 11:00","N.Y.C.",61761,26.80,2.20,0.00
"06/11/2025 11:00","NORTH",61755,24.32,-0.28,0.00
"06/11/2025 11:00","NPX",61845,25.38,0.78,0.00
"06/11/2025 11:00","O H",61846,17.75,-1.03,5.82
"06/11/2025 11:00","PJM",61847,25.23,0.63,0.00
"06/11/2025 11:00","WEST",61752,19.30,-0.51,4.78
"06/11/2025 12:00","CAPITL",61757,22.13,0.59,0.06
"06/11/2025 12:00","CENTRL",61754,23.75,-0.27,-2.42
"06/11/2025 12:00","DUNWOD",61760,23.96,1.89,-0.48
"06/11/2025 12:00","GENESE",61753,21.10,-0.51,-0.01
"06/11/2025 12:00","H Q",61844,21.48,-0.11,0.00
"06/11/2025 12:00","HUD VL",61758,23.50,1.58,-0.32
"06/11/2025 12:00","LONGIL",61762,23.97,1.91,-0.47
"06/11/2025 12:00","MHK VL",61756,22.04,0.41,-0.04
"06/11/2025 12:00","MILLWD",61759,23.78,1.72,-0.46
"06/11/2025 12:00","N.Y.C.",61761,24.14,2.07,-0.47
"06/11/2025 12:00","NORTH",61755,21.29,-0.31,0.00
"06/11/2025 12:00","NPX",61845,22.29,0.80,0.11
"06/11/2025 12:00","O H",61846,15.15,-0.92,5.53
"06/11/2025 12:00","PJM",61847,22.45,0.61,-0.24
"06/11/2025 12:00","WEST",61752,16.52,-0.56,4.52
"06/11/2025 13:00","CAPITL",61757,21.95,0.68,0.04
"06/11/2025 13:00","CENTRL",61754,23.39,-0.28,-2.37
"06/11/2025 13:00","DUNWOD",61760,23.63,1.99,-0.33
"06/11/2025 13:00","GENESE",61753,20.85,-0.47,-0.01
"06/11/2025 13:00","H Q",61844,21.16,-0.15,0.00
"06/11/2025 13:00","HUD VL",61758,23.20,1.67,-0.23
"06/11/2025 13:00","LONGIL",61762,23.69,2.07,-0.31
"06/11/2025 13:00","MHK VL",61756,21.67,0.34,-0.03
"06/11/2025 13:00","MILLWD",61759,23.45,1.82,-0.32
"06/11/2025 13:00","N.Y.C.",61761,23.80,2.17,-0.33
"06/11/2025 13:00","NORTH",61755,20.97,-0.33,0.00
"06/11/2025 13:00","NPX",61845,22.22,0.97,0.05
"06/11/2025 13:00","O H",61846,14.97,-0.83,5.50
"06/11/2025 13:00","PJM",61847,22.15,0.68,-0.17
"06/11/2025 13:00","WEST",61752,16.31,-0.49,4.50
"06/11/2025 14:00","CAPITL",61757,19.22,0.59,0.39
"06/11/2025 14:00","CENTRL",61754,21.18,-0.24,-2.40
"06/11/2025 14:00","DUNWOD",61760,24.19,1.83,-3.34
"06/11/2025 14:00","GENESE",61753,18.74,-0.35,-0.06
"06/11/2025 14:00","H Q",61844,18.88,-0.15,0.00
"06/11/2025 14:00","HUD VL",61758,22.87,1.55,-2.29
"06/11/2025 14:00","LONGIL",61762,23.91,1.77,-3.12
"06/11/2025 14:00","MHK VL",61756,19.58,0.27,-0.28
"06/11/2025 14:00","MILLWD",61759,23.94,1.68,-3.24
"06/11/2025 14:00","N.Y.C.",61761,24.33,1.99,-3.31
"06/11/2025 14:00","NORTH",61755,18.72,-0.31,0.00
"06/11/2025 14:00","NPX",61845,19.15,0.93,0.80
"06/11/2025 14:00","O H",61846,13.26,-0.68,5.08
"06/11/2025 14:00","PJM",61847,21.35,0.63,-1.69
"06/11/2025 14:00","WEST",61752,14.51,-0.39,4.13
"06/11/2025 15:00","CAPITL",61757,22.49,0.68,1.25
"06/11/2025 15:00","CENTRL",61754,25.56,-0.32,-2.83
"06/11/2025 15:00","DUNWOD",61760,36.00,2.25,-10.70
"06/11/2025 15:00","GENESE",61753,22.41,-0.65,0.00
"06/11/2025 15:00","H Q",61844,22.70,-0.14,0.21
"06/11/2025 15:00","HUD VL",61758,32.31,1.90,-7.35
"06/11/2025 15:00","LONGIL",61762,32.38,2.28,-7.05
"06/11/2025 15:00","MHK VL",61756,24.21,0.30,-0.85
"06/11/2025 15:00","MILLWD",61759,35.52,2.07,-10.39
"06/11/2025 15:00","N.Y.C.",61761,36.10,2.42,-10.62
"06/11/2025 15:00","NORTH",61755,22.68,-0.38,0.00
"06/11/2025 15:00","NPX",61845,21.60,1.16,2.61
"06/11/2025 15:00","O H",61846,15.29,-1.25,6.52
"06/11/2025 15:00","PJM",61847,28.94,0.68,-5.21
"06/11/2025 15:00","WEST",61752,17.82,-0.83,4.40
"06/11/2025 16:00","CAPITL",61757,27.58,0.56,0.90
"06/11/2025 16:00","CENTRL",61754,30.59,-0.40,-3.07
"06/11/2025 16:00","DUNWOD",61760,38.13,2.47,-7.74
"06/11/2025 16:00","GENESE",61753,27.08,-0.84,0.00
"06/11/2025 16:00","H Q",61844,27.89,-0.03,0.00
"06/11/2025 16:00","HUD VL",61758,35.29,2.07,-5.30
"06/11/2025 16:00","LONGIL",61762,38.36,2.43,-8.01
"06/11/2025 16:00","MHK VL",61756,28.93,0.38,-0.63
"06/11/2025 16:00","MILLWD",61759,37.68,2.25,-7.51
"06/11/2025 16:00","N.Y.C.",61761,38.28,2.68,-7.68
"06/11/2025 16:00","NORTH",61755,27.61,-0.31,0.00
"06/11/2025 16:00","NPX",61845,27.19,1.09,1.82
"06/11/2025 16:00","O H",61846,20.48,-1.68,5.77
"06/11/2025 16:00","PJM",61847,32.45,0.61,-3.92
"06/11/2025 16:00","WEST",61752,21.92,-1.15,4.86
"06/11/2025 17:00","CAPITL",61757,28.61,0.72,5.21
"06/11/2025 17:00","CENTRL",61754,37.12,-0.45,-4.47
"06/11/2025 17:00","DUNWOD",61760,80.44,2.77,-44.58
"06/11/2025 17:00","GENESE",61753,32.16,-0.94,0.00
"06/11/2025 17:00","H Q",61844,33.10,0.00,0.00
"06/11/2025 17:00","HUD VL",61758,65.71,2.36,-30.26
"06/11/2025 17:00","LONGIL",61762,57.87,2.66,-22.11
"06/11/2025 17:00","MHK VL",61756,36.97,0.47,-3.40
"06/11/2025 17:00","MILLWD",61759,78.95,2.53,-43.32
"06/11/2025 17:00","N.Y.C.",61761,80.30,2.94,-44.26
"06/11/2025 17:00","NORTH",61755,32.82,-0.28,0.00
"06/11/2025 17:00","NPX",61845,23.80,1.21,10.50
"06/11/2025 17:00","O H",61846,25.36,-2.07,5.67
"06/11/2025 17:00","PJM",61847,56.29,0.61,-22.59
"06/11/2025 17:00","WEST",61752,27.24,-1.47,4.38
"06/11/2025 18:00","CAPITL",61757,33.52,0.99,0.52
"06/11/2025 18:00","CENTRL",61754,36.34,-0.28,-3.57
"06/11/2025 18:00","DUNWOD",61760,40.28,2.65,-4.57
"06/11/2025 18:00","GENESE",61753,32.25,-0.80,0.00
"06/11/2025 18:00","H Q",61844,33.02,-0.04,0.00
"06/11/2025 18:00","HUD VL",61758,38.40,2.28,-3.07
"06/11/2025 18:00","LONGIL",61762,39.29,2.52,-3.72
"06/11/2025 18:00","MHK VL",61756,34.00,0.60,-0.34
"06/11/2025 18:00","MILLWD",61759,39.92,2.43,-4.44
"06/11/2025 18:00","N.Y.C.",61761,40.36,2.77,-4.54
"06/11/2025 18:00","NORTH",61755,32.77,-0.28,0.00
"06/11/2025 18:00","NPX",61845,33.05,1.07,1.08
"06/11/2025 18:00","O H",61846,24.50,-2.00,6.56
"06/11/2025 18:00","PJM",61847,35.95,0.58,-2.32
"06/11/2025 18:00","WEST",61752,26.32,-1.39,5.35
"06/11/2025 19:00","CAPITL",61757,41.78,1.28,0.00
"06/11/2025 19:00","CENTRL",61754,41.32,-0.21,-1.03
"06/11/2025 19:00","DUNWOD",61760,43.48,2.98,0.00
"06/11/2025 19:00","GENESE",61753,39.57,-0.93,0.00
"06/11/2025 19:00","H Q",61844,39.76,-0.04,0.71
"06/11/2025 19:00","HUD VL",61758,43.08,2.58,0.00
"06/11/2025 19:00","LONGIL",61762,37.52,2.71,5.69
"06/11/2025 19:00","MHK VL",61756,41.49,0.98,0.00
"06/11/2025 19:00","MILLWD",61759,43.24,2.74,0.00
"06/11/2025 19:00","N.Y.C.",61761,43.60,3.10,0.00
"06/11/2025 19:00","NORTH",61755,40.37,-0.13,0.00
"06/11/2025 19:00","NPX",61845,41.00,1.21,0.71
"06/11/2025 19:00","O H",61846,36.04,-2.53,1.93
"06/11/2025 19:00","PJM",61847,40.37,0.58,0.71
"06/11/2025 19:00","WEST",61752,37.21,-1.72,1.57
"06/11/2025 20:00","CAPITL",61757,39.77,1.22,0.00
"06/11/2025 20:00","CENTRL",61754,38.39,-0.16,0.00
"06/11/2025 20:00","DUNWOD",61760,40.92,2.37,0.00
"06/11/2025 20:00","GENESE",61753,37.80,-0.74,0.00
"06/11/2025 20:00","H Q",61844,38.65,0.10,0.00
"06/11/2025 20:00","HUD VL",61758,40.61,2.06,0.00
"06/11/2025 20:00","LONGIL",61762,40.48,1.93,0.00
"06/11/2025 20:00","MHK VL",61756,39.52,0.98,0.00
"06/11/2025 20:00","MILLWD",61759,40.71,2.17,0.00
"06/11/2025 20:00","N.Y.C.",61761,41.04,2.49,0.00
"06/11/2025 20:00","NORTH",61755,38.77,0.23,0.00
"06/11/2025 20:00","NPX",61845,38.88,0.98,0.65
"06/11/2025 20:00","O H",61846,36.37,-2.18,0.00
