"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/27/2025 00:00","CAPITL",61757,33.22,1.19,0.00
"06/27/2025 00:00","CENTRL",61754,32.39,0.36,0.00
"06/27/2025 00:00","DUNWOD",61760,34.53,2.51,0.00
"06/27/2025 00:00","GENESE",61753,32.17,0.14,0.00
"06/27/2025 00:00","H Q",61844,31.83,-0.19,0.00
"06/27/2025 00:00","HUD VL",61758,34.15,2.13,0.00
"06/27/2025 00:00","LONGIL",61762,34.62,2.59,0.00
"06/27/2025 00:00","MHK VL",61756,33.18,1.16,0.00
"06/27/2025 00:00","MILLWD",61759,34.32,2.29,0.00
"06/27/2025 00:00","N.Y.C.",61761,34.76,2.74,0.00
"06/27/2025 00:00","NORTH",61755,31.95,-0.08,0.00
"06/27/2025 00:00","NPX",61845,34.07,2.04,0.00
"06/27/2025 00:00","O H",61846,31.63,-0.40,0.00
"06/27/2025 00:00","PJM",61847,33.18,1.15,0.00
"06/27/2025 00:00","WEST",61752,32.30,0.27,0.00
"06/27/2025 01:00","CAPITL",61757,31.14,1.06,0.00
"06/27/2025 01:00","CENTRL",61754,30.52,0.44,0.00
"06/27/2025 01:00","DUNWOD",61760,32.28,2.20,0.00
"06/27/2025 01:00","GENESE",61753,30.48,0.40,0.00
"06/27/2025 01:00","H Q",61844,29.79,-0.29,0.00
"06/27/2025 01:00","HUD VL",61758,31.94,1.87,0.00
"06/27/2025 01:00","LONGIL",61762,32.40,2.33,0.00
"06/27/2025 01:00","MHK VL",61756,31.09,1.01,0.00
"06/27/2025 01:00","MILLWD",61759,32.09,2.01,0.00
"06/27/2025 01:00","N.Y.C.",61761,32.48,2.40,0.00
"06/27/2025 01:00","NORTH",61755,29.89,-0.19,0.00
"06/27/2025 01:00","NPX",61845,31.82,1.74,0.00
"06/27/2025 01:00","O H",61846,30.08,0.00,0.00
"06/27/2025 01:00","PJM",61847,31.19,1.12,0.00
"06/27/2025 01:00","WEST",61752,30.66,0.59,0.00
"06/27/2025 02:00","CAPITL",61757,28.31,1.03,0.00
"06/27/2025 02:00","CENTRL",61754,27.73,0.44,0.00
"06/27/2025 02:00","DUNWOD",61760,29.26,1.97,0.00
