"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/20/2025 00:00","CAPITL",61757,38.50,1.57,0.00
"06/20/2025 00:00","CENTRL",61754,35.97,-0.60,0.37
"06/20/2025 00:00","DUNWOD",61760,39.20,2.27,0.00
"06/20/2025 00:00","GENESE",61753,34.88,-1.10,0.96
"06/20/2025 00:00","H Q",61844,37.09,0.16,0.00
"06/20/2025 00:00","HUD VL",61758,38.94,2.01,0.00
"06/20/2025 00:00","LONGIL",61762,39.18,2.24,0.00
"06/20/2025 00:00","MHK VL",61756,37.95,0.70,-0.31
"06/20/2025 00:00","MILLWD",61759,39.03,2.10,0.00
"06/20/2025 00:00","N.Y.C.",61761,39.32,2.39,0.00
"06/20/2025 00:00","NORTH",61755,37.38,0.44,0.00
"06/20/2025 00:00","NPX",61845,40.33,1.57,-1.83
"06/20/2025 00:00","O H",61846,33.36,-2.28,1.29
"06/20/2025 00:00","PJM",61847,27.75,-0.07,9.11
"06/20/2025 00:00","WEST",61752,33.46,-2.00,1.48
"06/20/2025 01:00","CAPITL",61757,41.58,1.58,0.00
"06/20/2025 01:00","CENTRL",61754,39.39,-0.61,0.00
"06/20/2025 01:00","DUNWOD",61760,41.97,1.97,0.00
"06/20/2025 01:00","GENESE",61753,38.70,-1.30,0.00
"06/20/2025 01:00","H Q",61844,40.17,0.16,0.00
"06/20/2025 01:00","HUD VL",61758,41.74,1.74,0.00
"06/20/2025 01:00","LONGIL",61762,41.88,1.88,0.00
"06/20/2025 01:00","MHK VL",61756,40.68,0.68,0.00
"06/20/2025 01:00","MILLWD",61759,41.80,1.80,0.00
"06/20/2025 01:00","N.Y.C.",61761,42.04,2.04,0.00
"06/20/2025 01:00","NORTH",61755,40.47,0.47,0.00
"06/20/2025 01:00","NPX",61845,41.42,1.42,0.00
"06/20/2025 01:00","O H",61846,37.38,-2.62,0.00
"06/20/2025 01:00","PJM",61847,39.64,-0.37,0.00
"06/20/2025 01:00","WEST",61752,37.71,-2.30,0.00
"06/20/2025 02:00","CAPITL",61757,41.12,1.55,0.00
"06/20/2025 02:00","CENTRL",61754,39.02,-0.55,0.00
"06/20/2025 02:00","DUNWOD",61760,41.37,1.79,0.00
"06/20/2025 02:00","GENESE",61753,38.30,-1.27,0.00
"06/20/2025 02:00","H Q",61844,39.70,0.13,0.00
"06/20/2025 02:00","HUD VL",61758,41.18,1.61,0.00
"06/20/2025 02:00","LONGIL",61762,41.11,1.53,0.00
"06/20/2025 02:00","MHK VL",61756,40.17,0.60,0.00
"06/20/2025 02:00","MILLWD",61759,41.22,1.65,0.00
"06/20/2025 02:00","N.Y.C.",61761,41.42,1.85,0.00
"06/20/2025 02:00","NORTH",61755,40.05,0.48,0.00
"06/20/2025 02:00","NPX",61845,40.95,1.38,0.00
"06/20/2025 02:00","O H",61846,37.06,-2.51,0.00
"06/20/2025 02:00","PJM",61847,39.20,-0.37,0.00
"06/20/2025 02:00","WEST",61752,37.42,-2.16,0.00
"06/20/2025 03:00","CAPITL",61757,38.43,1.38,0.00
"06/20/2025 03:00","CENTRL",61754,36.52,-0.52,0.00
"06/20/2025 03:00","DUNWOD",61760,38.55,1.50,0.00
"06/20/2025 03:00","GENESE",61753,35.91,-1.14,0.00
"06/20/2025 03:00","H Q",61844,37.20,0.15,0.00
"06/20/2025 03:00","HUD VL",61758,38.41,1.37,0.00
"06/20/2025 03:00","LONGIL",61762,38.21,1.17,0.00
"06/20/2025 03:00","MHK VL",61756,37.60,0.55,0.00
"06/20/2025 03:00","MILLWD",61759,38.42,1.37,0.00
"06/20/2025 03:00","N.Y.C.",61761,38.59,1.55,0.00
"06/20/2025 03:00","NORTH",61755,37.53,0.49,0.00
"06/20/2025 03:00","NPX",61845,38.18,1.18,0.04
"06/20/2025 03:00","O H",61846,34.78,-2.26,0.00
"06/20/2025 03:00","PJM",61847,36.66,-0.39,0.00
"06/20/2025 03:00","WEST",61752,35.12,-1.92,0.00
"06/20/2025 04:00","CAPITL",61757,38.55,1.35,0.00
"06/20/2025 04:00","CENTRL",61754,36.76,-0.44,0.00
"06/20/2025 04:00","DUNWOD",61760,38.56,1.36,0.00
"06/20/2025 04:00","GENESE",61753,36.14,-1.06,0.00
"06/20/2025 04:00","H Q",61844,37.37,0.17,0.00
"06/20/2025 04:00","HUD VL",61758,38.45,1.25,0.00
"06/20/2025 04:00","LONGIL",61762,38.15,0.95,0.00
"06/20/2025 04:00","MHK VL",61756,37.79,0.59,0.00
"06/20/2025 04:00","MILLWD",61759,38.45,1.25,0.00
"06/20/2025 04:00","N.Y.C.",61761,38.59,1.39,0.00
"06/20/2025 04:00","NORTH",61755,37.74,0.54,0.00
"06/20/2025 04:00","NPX",61845,38.30,1.10,0.00
"06/20/2025 04:00","O H",61846,35.03,-2.17,0.00
"06/20/2025 04:00","PJM",61847,36.83,-0.37,0.00
"06/20/2025 04:00","WEST",61752,35.39,-1.81,0.00
"06/20/2025 05:00","CAPITL",61757,38.99,1.33,0.00
"06/20/2025 05:00","CENTRL",61754,37.35,-0.30,0.00
"06/20/2025 05:00","DUNWOD",61760,39.09,1.44,0.00
"06/20/2025 05:00","GENESE",61753,36.95,-0.71,0.00
"06/20/2025 05:00","H Q",61844,37.86,0.21,0.00
"06/20/2025 05:00","HUD VL",61758,38.97,1.32,0.00
"06/20/2025 05:00","LONGIL",61762,38.62,0.96,0.00
"06/20/2025 05:00","MHK VL",61756,38.27,0.61,0.00
