"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/05/2025 00:00","CAPITL",61757,60.97,1.02,-33.60
"06/05/2025 00:00","CENTRL",61754,26.48,0.11,0.00
"06/05/2025 00:00","DUNWOD",61760,30.27,1.50,-2.41
"06/05/2025 00:00","GENESE",61753,26.26,-0.10,0.00
"06/05/2025 00:00","H Q",61844,26.27,-0.09,0.00
"06/05/2025 00:00","HUD VL",61758,30.60,1.39,-2.85
"06/05/2025 00:00","LONGIL",61762,30.05,1.27,-2.42
"06/05/2025 00:00","MHK VL",61756,27.04,0.68,0.00
"06/05/2025 00:00","MILLWD",61759,30.19,1.39,-2.44
"06/05/2025 00:00","N.Y.C.",61761,30.35,1.58,-2.42
"06/05/2025 00:00","NORTH",61755,26.39,0.03,0.00
"06/05/2025 00:00","NPX",61845,-12.91,1.34,40.61
"06/05/2025 00:00","O H",61846,25.56,-0.80,0.00
"06/05/2025 00:00","PJM",61847,22.48,0.38,4.26
"06/05/2025 00:00","WEST",61752,26.01,-0.35,0.00
"06/05/2025 01:00","CAPITL",61757,27.18,1.10,0.00
"06/05/2025 01:00","CENTRL",61754,26.14,0.05,0.00
"06/05/2025 01:00","DUNWOD",61760,27.62,1.54,0.00
"06/05/2025 01:00","GENESE",61753,25.84,-0.24,0.00
"06/05/2025 01:00","H Q",61844,25.96,-0.12,0.00
"06/05/2025 01:00","HUD VL",61758,27.49,1.41,0.00
"06/05/2025 01:00","LONGIL",61762,27.56,1.48,0.00
"06/05/2025 01:00","MHK VL",61756,26.75,0.67,0.00
"06/05/2025 01:00","MILLWD",61759,27.50,1.42,0.00
"06/05/2025 01:00","N.Y.C.",61761,27.68,1.60,0.00
"06/05/2025 01:00","NORTH",61755,26.06,-0.02,0.00
"06/05/2025 01:00","NPX",61845,27.89,1.47,-0.34
"06/05/2025 01:00","O H",61846,25.12,-0.96,0.00
"06/05/2025 01:00","PJM",61847,26.42,0.34,0.00
"06/05/2025 01:00","WEST",61752,25.56,-0.52,0.00
"06/05/2025 02:00","CAPITL",61757,24.63,1.02,0.00
"06/05/2025 02:00","CENTRL",61754,23.69,0.08,0.00
"06/05/2025 02:00","DUNWOD",61760,25.02,1.40,0.00
"06/05/2025 02:00","GENESE",61753,23.44,-0.18,0.00
"06/05/2025 02:00","H Q",61844,23.48,-0.14,0.00
"06/05/2025 02:00","HUD VL",61758,24.90,1.29,0.00
"06/05/2025 02:00","LONGIL",61762,24.90,1.28,0.00
"06/05/2025 02:00","MHK VL",61756,24.22,0.60,0.00
"06/05/2025 02:00","MILLWD",61759,24.92,1.31,0.00
"06/05/2025 02:00","N.Y.C.",61761,25.10,1.48,0.00
"06/05/2025 02:00","NORTH",61755,23.57,-0.04,0.00
"06/05/2025 02:00","NPX",61845,26.71,1.41,-1.69
"06/05/2025 02:00","O H",61846,22.87,-0.75,0.00
"06/05/2025 02:00","PJM",61847,23.98,0.37,0.00
"06/05/2025 02:00","WEST",61752,23.29,-0.33,0.00
"06/05/2025 03:00","CAPITL",61757,17.59,0.74,0.00
"06/05/2025 03:00","CENTRL",61754,16.91,0.06,0.00
"06/05/2025 03:00","DUNWOD",61760,17.92,1.07,0.00
"06/05/2025 03:00","GENESE",61753,16.68,-0.17,0.00
"06/05/2025 03:00","H Q",61844,16.73,-0.13,0.00
"06/05/2025 03:00","HUD VL",61758,17.83,0.98,0.00
"06/05/2025 03:00","LONGIL",61762,17.87,1.02,0.00
"06/05/2025 03:00","MHK VL",61756,17.28,0.43,0.00
"06/05/2025 03:00","MILLWD",61759,17.85,1.00,0.00
"06/05/2025 03:00","N.Y.C.",61761,17.98,1.13,0.00
"06/05/2025 03:00","NORTH",61755,16.76,-0.09,0.00
"06/05/2025 03:00","NPX",61845,23.59,1.03,-5.70
"06/05/2025 03:00","O H",61846,16.27,-0.58,0.00
"06/05/2025 03:00","PJM",61847,17.15,0.30,0.00
"06/05/2025 03:00","WEST",61752,16.58,-0.27,0.00
"06/05/2025 04:00","CAPITL",61757,15.67,0.64,0.00
"06/05/2025 04:00","CENTRL",61754,15.08,0.05,0.00
"06/05/2025 04:00","DUNWOD",61760,15.93,0.91,0.00
"06/05/2025 04:00","GENESE",61753,14.89,-0.14,0.00
"06/05/2025 04:00","H Q",61844,14.93,-0.09,0.00
"06/05/2025 04:00","HUD VL",61758,15.85,0.83,0.00
"06/05/2025 04:00","LONGIL",61762,15.87,0.85,0.00
"06/05/2025 04:00","MHK VL",61756,15.41,0.39,0.00
"06/05/2025 04:00","MILLWD",61759,15.87,0.84,0.00
"06/05/2025 04:00","N.Y.C.",61761,15.98,0.96,0.00
"06/05/2025 04:00","NORTH",61755,14.98,-0.05,0.00
"06/05/2025 04:00","NPX",61845,21.54,0.91,-5.61
"06/05/2025 04:00","O H",61846,14.53,-0.49,0.00
"06/05/2025 04:00","PJM",61847,15.27,0.24,0.00
"06/05/2025 04:00","WEST",61752,14.81,-0.22,0.00
"06/05/2025 05:00","CAPITL",61757,25.47,0.89,0.00
"06/05/2025 05:00","CENTRL",61754,24.61,0.04,0.00
"06/05/2025 05:00","DUNWOD",61760,25.76,1.18,0.00
"06/05/2025 05:00","GENESE",61753,24.43,-0.14,0.00
"06/05/2025 05:00","H Q",61844,24.56,-0.02,0.00
"06/05/2025 05:00","HUD VL",61758,25.67,1.09,0.00
"06/05/2025 05:00","LONGIL",61762,25.68,1.11,0.00
"06/05/2025 05:00","MHK VL",61756,25.18,0.60,0.00
"06/05/2025 05:00","MILLWD",61759,25.67,1.09,0.00
"06/05/2025 05:00","N.Y.C.",61761,25.81,1.24,0.00
"06/05/2025 05:00","NORTH",61755,24.66,0.08,0.00
"06/05/2025 05:00","NPX",61845,27.52,1.19,-1.76
"06/05/2025 05:00","O H",61846,23.92,-0.65,0.00
"06/05/2025 05:00","PJM",61847,24.83,0.26,0.00
"06/05/2025 05:00","WEST",61752,24.40,-0.18,0.00
"06/05/2025 06:00","CAPITL",61757,28.47,0.77,0.00
"06/05/2025 06:00","CENTRL",61754,27.62,-0.08,0.00
"06/05/2025 06:00","DUNWOD",61760,28.81,1.11,0.00
"06/05/2025 06:00","GENESE",61753,27.33,-0.38,0.00
"06/05/2025 06:00","H Q",61844,27.85,0.15,0.00
"06/05/2025 06:00","HUD VL",61758,28.72,1.02,0.00
"06/05/2025 06:00","LONGIL",61762,28.68,0.97,-0.01
"06/05/2025 06:00","MHK VL",61756,28.40,0.70,0.00
"06/05/2025 06:00","MILLWD",61759,28.71,1.01,0.00
"06/05/2025 06:00","N.Y.C.",61761,28.87,1.17,0.00
"06/05/2025 06:00","NORTH",61755,28.02,0.32,0.00
"06/05/2025 06:00","NPX",61845,29.57,1.00,-0.87
"06/05/2025 06:00","O H",61846,26.62,-1.08,0.00
"06/05/2025 06:00","PJM",61847,27.74,0.04,0.00
"06/05/2025 06:00","WEST",61752,27.22,-0.49,0.00
"06/05/2025 07:00","CAPITL",61757,28.63,0.65,0.00
"06/05/2025 07:00","CENTRL",61754,27.96,-0.02,0.00
"06/05/2025 07:00","DUNWOD",61760,29.23,1.25,0.00
"06/05/2025 07:00","GENESE",61753,27.69,-0.29,0.00
"06/05/2025 07:00","H Q",61844,28.15,0.17,0.00
"06/05/2025 07:00","HUD VL",61758,29.08,1.10,0.00
"06/05/2025 07:00","LONGIL",61762,29.32,1.33,-0.01
"06/05/2025 07:00","MHK VL",61756,28.65,0.66,0.00
"06/05/2025 07:00","MILLWD",61759,29.09,1.11,0.00
"06/05/2025 07:00","N.Y.C.",61761,29.34,1.36,0.00
"06/05/2025 07:00","NORTH",61755,28.39,0.41,0.00
"06/05/2025 07:00","NPX",61845,28.54,0.83,0.28
"06/05/2025 07:00","O H",61846,27.05,-0.94,0.00
"06/05/2025 07:00","PJM",61847,28.17,0.19,0.00
"06/05/2025 07:00","WEST",61752,27.71,-0.27,0.00
"06/05/2025 08:00","CAPITL",61757,29.94,0.56,0.00
"06/05/2025 08:00","CENTRL",61754,29.40,0.02,0.00
"06/05/2025 08:00","DUNWOD",61760,30.86,1.48,0.00
"06/05/2025 08:00","GENESE",61753,29.16,-0.21,0.00
"06/05/2025 08:00","H Q",61844,29.53,0.15,0.00
"06/05/2025 08:00","HUD VL",61758,30.64,1.26,0.00
"06/05/2025 08:00","LONGIL",61762,36.02,1.31,-5.33
"06/05/2025 08:00","MHK VL",61756,30.05,0.68,0.00
"06/05/2025 08:00","MILLWD",61759,30.70,1.32,0.00
"06/05/2025 08:00","N.Y.C.",61761,31.01,1.63,0.00
"06/05/2025 08:00","NORTH",61755,29.71,0.34,0.00
"06/05/2025 08:00","NPX",61845,30.35,0.98,0.00
"06/05/2025 08:00","O H",61846,28.57,-0.81,0.00
"06/05/2025 08:00","PJM",61847,29.78,0.40,0.00
"06/05/2025 08:00","WEST",61752,29.30,-0.08,0.00
"06/05/2025 09:00","CAPITL",61757,37.27,0.44,1.63
"06/05/2025 09:00","CENTRL",61754,36.87,-0.05,1.55
"06/05/2025 09:00","DUNWOD",61760,38.79,1.84,1.52
"06/05/2025 09:00","GENESE",61753,37.03,-0.03,1.40
"06/05/2025 09:00","H Q",61844,38.52,0.30,0.25
"06/05/2025 09:00","HUD VL",61758,38.48,1.52,1.51
"06/05/2025 09:00","LONGIL",61762,46.21,1.80,-5.94
"06/05/2025 09:00","MHK VL",61756,37.48,0.67,1.65
"06/05/2025 09:00","MILLWD",61759,38.56,1.61,1.52
"06/05/2025 09:00","N.Y.C.",61761,38.94,1.99,1.52
"06/05/2025 09:00","NORTH",61755,38.38,0.55,0.64
"06/05/2025 09:00","NPX",61845,37.87,0.96,1.56
"06/05/2025 09:00","O H",61846,36.35,-0.54,1.58
"06/05/2025 09:00","PJM",61847,37.47,0.63,1.63
"06/05/2025 09:00","WEST",61752,37.28,0.42,1.61
"06/05/2025 10:00","CAPITL",61757,35.07,0.72,0.53
"06/05/2025 10:00","CENTRL",61754,34.42,0.05,0.50
