"Time Stamp","Name","PTID","LBMP ($/MWHr)","Marginal Cost Losses ($/MWHr)","Marginal Cost Congestion ($/MWHr)"
"06/17/2025 00:00","CAPITL",61757,31.57,0.99,0.00
"06/17/2025 00:00","CENTRL",61754,31.01,0.42,0.00
"06/17/2025 00:00","DUNWOD",61760,31.90,1.32,0.00
"06/17/2025 00:00","GENESE",61753,31.23,0.65,0.00
"06/17/2025 00:00","H Q",61844,29.47,-0.09,1.02
"06/17/2025 00:00","HUD VL",61758,31.75,1.16,0.00
"06/17/2025 00:00","LONGIL",61762,35.15,1.55,-3.01
"06/17/2025 00:00","MHK VL",61756,31.61,1.02,0.00
"06/17/2025 00:00","MILLWD",61759,31.78,1.20,0.00
"06/17/2025 00:00","N.Y.C.",61761,31.96,1.38,0.00
"06/17/2025 00:00","NORTH",61755,30.86,0.28,0.00
"06/17/2025 00:00","NPX",61845,30.29,0.72,1.02
"06/17/2025 00:00","O H",61846,31.02,0.43,0.00
"06/17/2025 00:00","PJM",61847,30.28,0.72,1.02
"06/17/2025 00:00","WEST",61752,31.57,0.99,0.00
"06/17/2025 01:00","CAPITL",61757,27.13,1.07,0.00
"06/17/2025 01:00","CENTRL",61754,26.48,0.42,0.00
"06/17/2025 01:00","DUNWOD",61760,27.42,1.36,0.00
"06/17/2025 01:00","GENESE",61753,26.37,0.31,0.00
"06/17/2025 01:00","H Q",61844,25.79,-0.27,0.00
"06/17/2025 01:00","HUD VL",61758,27.29,1.23,0.00
"06/17/2025 01:00","LONGIL",61762,44.75,1.66,-17.03
"06/17/2025 01:00","MHK VL",61756,26.99,0.92,0.00
"06/17/2025 01:00","MILLWD",61759,27.31,1.25,0.00
"06/17/2025 01:00","N.Y.C.",61761,27.46,1.40,0.00
"06/17/2025 01:00","NORTH",61755,25.99,-0.08,0.00
"06/17/2025 01:00","NPX",61845,26.43,0.87,0.51
"06/17/2025 01:00","O H",61846,26.08,0.02,0.00
"06/17/2025 01:00","PJM",61847,26.79,0.72,0.00
"06/17/2025 01:00","WEST",61752,26.56,0.50,0.00
"06/17/2025 02:00","CAPITL",61757,27.22,1.14,0.00
"06/17/2025 02:00","CENTRL",61754,26.38,0.30,0.00
"06/17/2025 02:00","DUNWOD",61760,27.47,1.39,0.00
"06/17/2025 02:00","GENESE",61753,26.15,0.06,0.00
"06/17/2025 02:00","H Q",61844,25.84,-0.24,0.00
"06/17/2025 02:00","HUD VL",61758,27.34,1.25,0.00
"06/17/2025 02:00","LONGIL",61762,31.52,1.74,-3.70
"06/17/2025 02:00","MHK VL",61756,27.02,0.93,0.00
"06/17/2025 02:00","MILLWD",61759,27.37,1.29,0.00
"06/17/2025 02:00","N.Y.C.",61761,27.50,1.42,0.00
"06/17/2025 02:00","NORTH",61755,26.07,-0.02,0.00
"06/17/2025 02:00","NPX",61845,27.60,1.03,-0.49
"06/17/2025 02:00","O H",61846,25.76,-0.32,0.00
"06/17/2025 02:00","PJM",61847,26.71,0.62,0.00
"06/17/2025 02:00","WEST",61752,26.25,0.16,0.00
"06/17/2025 03:00","CAPITL",61757,26.40,1.06,0.00
"06/17/2025 03:00","CENTRL",61754,25.61,0.27,0.00
"06/17/2025 03:00","DUNWOD",61760,26.63,1.30,0.00
"06/17/2025 03:00","GENESE",61753,25.35,0.02,0.00
"06/17/2025 03:00","H Q",61844,25.14,-0.19,0.00
"06/17/2025 03:00","HUD VL",61758,26.51,1.17,0.00
"06/17/2025 03:00","LONGIL",61762,26.96,1.63,0.00
"06/17/2025 03:00","MHK VL",61756,26.24,0.91,0.00
"06/17/2025 03:00","MILLWD",61759,26.54,1.20,0.00
"06/17/2025 03:00","N.Y.C.",61761,26.65,1.32,0.00
"06/17/2025 03:00","NORTH",61755,25.39,0.06,0.00
"06/17/2025 03:00","NPX",61845,26.29,0.96,0.00
"06/17/2025 03:00","O H",61846,24.98,-0.35,0.00
"06/17/2025 03:00","PJM",61847,25.92,0.58,0.00
"06/17/2025 03:00","WEST",61752,25.45,0.11,0.00
"06/17/2025 04:00","CAPITL",61757,26.29,1.10,0.00
"06/17/2025 04:00","CENTRL",61754,25.42,0.24,0.00
"06/17/2025 04:00","DUNWOD",61760,26.53,1.35,0.00
"06/17/2025 04:00","GENESE",61753,25.09,-0.09,0.00
"06/17/2025 04:00","H Q",61844,24.99,-0.20,0.00
"06/17/2025 04:00","HUD VL",61758,26.40,1.21,0.00
"06/17/2025 04:00","LONGIL",61762,37.15,1.73,-10.23
"06/17/2025 04:00","MHK VL",61756,26.08,0.90,0.00
"06/17/2025 04:00","MILLWD",61759,26.44,1.26,0.00
"06/17/2025 04:00","N.Y.C.",61761,26.56,1.38,0.00
"06/17/2025 04:00","NORTH",61755,25.25,0.07,0.00
"06/17/2025 04:00","NPX",61845,26.17,0.99,0.00
"06/17/2025 04:00","O H",61846,21.85,-0.54,2.79
"06/17/2025 04:00","PJM",61847,25.73,0.54,0.00
"06/17/2025 04:00","WEST",61752,25.12,-0.07,0.00
"06/17/2025 05:00","CAPITL",61757,30.32,0.99,0.00
"06/17/2025 05:00","CENTRL",61754,29.52,0.19,0.00
"06/17/2025 05:00","DUNWOD",61760,30.58,1.25,0.00
"06/17/2025 05:00","GENESE",61753,29.22,-0.11,0.00
"06/17/2025 05:00","H Q",61844,29.32,-0.01,0.00
