BUS UID,Fuel,GEN UID,Plant Code,Unit Type,CO2 Emissions Lbs/MWh
170525_1,NG (Natural Gas),3576_NaturalGasFiredCombustionTurbine_4,3576,Natural Gas Fired Combustion Turbine,1543.1926968462200
160199_1,NG (Natural Gas),3631_NaturalGasFiredCombinedCycle_8,3631,Natural Gas Fired Combined Cycle,1174.797722467510
111274_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN3,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
220124_1,NG (Natural Gas),3494_NaturalGasFiredCombustionTurbine_CT2,3494,Natural Gas Fired Combustion Turbine,1639.7802531350700
160199_2,NG (Natural Gas),3631_NaturalGasFiredCombinedCycle_9,3631,Natural Gas Fired Combined Cycle,1174.797722467510
120443_1,NG (Natural Gas),3612_NaturalGasFiredCombustionTurbine_7,3612,Natural Gas Fired Combustion Turbine,1336.7747387067100
111378_1,NG (Natural Gas),57504_NaturalGasFiredCombustionTurbine_CHP1,57504,Natural Gas Fired Combustion Turbine,1219.0969560778900
111252_1,NG (Natural Gas),50043_NaturalGasFiredCombinedCycle_GT2,50043,Natural Gas Fired Combined Cycle,1229.2139645821100
140341_2,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH1,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
140341_1,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH2,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
140343_1,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH6,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
140342_2,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH3,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
140342_1,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH4,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
120443_2,NG (Natural Gas),3612_NaturalGasFiredCombustionTurbine_8,3612,Natural Gas Fired Combustion Turbine,1336.7747387067100
120436_1,NG (Natural Gas),3609_NaturalGasFiredCombustionTurbine_CGT4,3609,Natural Gas Fired Combustion Turbine,1257.9015474020000
140305_1,NG (Natural Gas),3548_NaturalGasFiredCombustionTurbine_GT2,3548,Natural Gas Fired Combustion Turbine,1392.6550016981400
111253_1,NG (Natural Gas),50043_NaturalGasFiredCombinedCycle_ST,50043,Natural Gas Fired Combined Cycle,1229.2139645821100
160294_1,NG (Natural Gas),60459_NaturalGasFiredCombustionTurbine_PC2,60459,Natural Gas Fired Combustion Turbine,1250.7292763675600
111402_2,NG (Natural Gas),60460_NaturalGasFiredCombustionTurbine_CH1,60460,Natural Gas Fired Combustion Turbine,1245.3386972957400
111402_1,NG (Natural Gas),60460_NaturalGasFiredCombustionTurbine_CH2,60460,Natural Gas Fired Combustion Turbine,1245.3386972957400
160198_1,NG (Natural Gas),3631_NaturalGasFiredCombinedCycle_7,3631,Natural Gas Fired Combined Cycle,1174.797722467510
140375_2,NG (Natural Gas),56674_NaturalGasFiredCombustionTurbine_CGT3,56674,Natural Gas Fired Combustion Turbine,1204.9426805134800
140374_2,NG (Natural Gas),56674_NaturalGasFiredCombustionTurbine_CGT1,56674,Natural Gas Fired Combustion Turbine,1204.9426805134800
140374_1,NG (Natural Gas),56674_NaturalGasFiredCombustionTurbine_CGT2,56674,Natural Gas Fired Combustion Turbine,1204.9426805134800
170540_1,NG (Natural Gas),50109_NaturalGasFiredCombinedCycle_GEN1,50109,Natural Gas Fired Combined Cycle,1045.1845879041500
200156_1,NG (Natural Gas),3559_NaturalGasFiredCombinedCycle_9,3559,Natural Gas Fired Combined Cycle,1256.4758580903000
111204_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_55,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
150447_1,NG (Natural Gas),8063_NaturalGasFiredCombustionTurbine_CT3,8063,Natural Gas Fired Combustion Turbine,1624.162993749930
170529_2,NG (Natural Gas),4195_NaturalGasSteamTurbine_ST3,4195,Natural Gas Steam Turbine,1630.2791214132300
120503_2,SUN (Solar),58537_SolarPhotovoltaic_1,58537,Solar Photovoltaic,0.0
170536_1,WAT (Water),6416_ConventionalHydroelectric_2,6416,Conventional Hydroelectric,0.0
170535_1,WAT (Water),6416_ConventionalHydroelectric_1,6416,Conventional Hydroelectric,0.0
140375_1,NG (Natural Gas),56674_NaturalGasFiredCombustionTurbine_CGT4,56674,Natural Gas Fired Combustion Turbine,1204.9426805134800
120507_1,SUN (Solar),58717_SolarPhotovoltaic_1,58717,Solar Photovoltaic,0.0
111273_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN2,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
111369_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_CT2B,56350,Natural Gas Fired Combined Cycle,990.9730145769560
111345_1,NG (Natural Gas),55365_NaturalGasFiredCombustionTurbine_GT4,55365,Natural Gas Fired Combustion Turbine,1466.7924757307500
111344_1,NG (Natural Gas),55365_NaturalGasFiredCombustionTurbine_GT3,55365,Natural Gas Fired Combustion Turbine,1466.7924757307500
111343_1,NG (Natural Gas),55365_NaturalGasFiredCombustionTurbine_GT1,55365,Natural Gas Fired Combustion Turbine,1466.7924757307500
111193_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_34,3469,Natural Gas Fired Combined Cycle,1206.168227378370
220134_1,NG (Natural Gas),52176_NaturalGasFiredCombinedCycle_GEN3,52176,Natural Gas Fired Combined Cycle,1086.3290443307300
220165_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_CT1B,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
220166_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_CT2A,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
111399_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT5,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
140306_1,NG (Natural Gas),3548_NaturalGasFiredCombustionTurbine_GT3,3548,Natural Gas Fired Combustion Turbine,1392.6550016981400
160200_1,NG (Natural Gas),3631_NaturalGasFiredCombinedCycle_10,3631,Natural Gas Fired Combined Cycle,1174.797722467510
111232_1,NG (Natural Gas),10298_NaturalGasFiredCombustionTurbine_GT2,10298,Natural Gas Fired Combustion Turbine,1672.50550292608
140328_2,WAT (Water),3600_ConventionalHydroelectric_3,3600,Conventional Hydroelectric,0.0
140328_1,WAT (Water),3600_ConventionalHydroelectric_2,3600,Conventional Hydroelectric,0.0
140327_1,WAT (Water),3600_ConventionalHydroelectric_1,3600,Conventional Hydroelectric,0.0
111237_1,OG (Other Gas),10418_OtherGases_GEN4,10418,Other Gases,2029.0353401938700
160220_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG5,10554,Natural Gas Fired Combined Cycle,859.5254029016460
140350_1,NG (Natural Gas),50118_NaturalGasFiredCombinedCycle_GEN8,50118,Natural Gas Fired Combined Cycle,1367.4695302923300
150439_1,NG (Natural Gas),3628_NaturalGasSteamTurbine_1,3628,Natural Gas Steam Turbine,1527.5860032322700
160223_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_ST3,10554,Natural Gas Fired Combined Cycle,859.5254029016460
200157_1,NG (Natural Gas),3559_NaturalGasFiredCombustionTurbine_10,3559,Natural Gas Fired Combustion Turbine,1256.4758580903000
120442_2,NG (Natural Gas),3612_NaturalGasFiredCombustionTurbine_5,3612,Natural Gas Fired Combustion Turbine,1336.7747387067100
140350_2,NG (Natural Gas),50118_NaturalGasFiredCombinedCycle_GEN10,50118,Natural Gas Fired Combined Cycle,1367.4695302923300
160214_1,NG (Natural Gas),10243_NaturalGasFiredCombustionTurbine_GEN5,10243,Natural Gas Fired Combustion Turbine,1542.532703493030
160293_1,NG (Natural Gas),60459_NaturalGasFiredCombustionTurbine_PC1,60459,Natural Gas Fired Combustion Turbine,1250.7292763675600
160228_1,NG (Natural Gas),50026_NaturalGasFiredCombustionTurbine_FR6,50026,Natural Gas Fired Combustion Turbine,1408.0328479044500
120442_1,NG (Natural Gas),3612_NaturalGasFiredCombustionTurbine_6,3612,Natural Gas Fired Combustion Turbine,1336.7747387067100
220123_1,NG (Natural Gas),3494_NaturalGasFiredCombustionTurbine_CT1,3494,Natural Gas Fired Combustion Turbine,1639.7802531350700
150549_1,WND (Wind),62227_OnshoreWindTurbine_WTGS,62227,Onshore Wind Turbine,0.0
160237_1,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GEN8,50150,Natural Gas Fired Combined Cycle,1316.343272859850
160236_2,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GE11,50150,Natural Gas Fired Combined Cycle,1316.343272859850
140377_1,SUN (Solar),57699_SolarPhotovoltaic_AES1,57699,Solar Photovoltaic,0.0
111266_2,PUR (Purchased Steam),50304_AllOther_GEN2,50304,All Other,1679.1966876794600
240202_1,WAT (Water),6128_ConventionalHydroelectric_1,6128,Conventional Hydroelectric,0.0
111395_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT1,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
160223_2,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_BO3,10554,Natural Gas Fired Combined Cycle,859.5254029016460
140351_1,NG (Natural Gas),50118_NaturalGasFiredCombinedCycle_GEN7,50118,Natural Gas Fired Combined Cycle,1367.4695302923300
160298_1,NG (Natural Gas),61242_NaturalGasFiredCombustionTurbine_VP-2,61242,Natural Gas Fired Combustion Turbine,1294.4570992367300
111184_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_74,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
140314_1,WAT (Water),3597_ConventionalHydroelectric_2,3597,Conventional Hydroelectric,0.0
140313_1,WAT (Water),3597_ConventionalHydroelectric_1,3597,Conventional Hydroelectric,0.0
140343_2,NG (Natural Gas),7900_NaturalGasFiredCombustionTurbine_SH7,7900,Natural Gas Fired Combustion Turbine,967.9424243172340
120434_2,NG (Natural Gas),3609_NaturalGasFiredCombustionTurbine_CGT1,3609,Natural Gas Fired Combustion Turbine,1257.9015474020000
111266_1,PUR (Purchased Steam),50304_AllOther_GEN1,50304,All Other,1679.1966876794600
160246_1,NG (Natural Gas),50475_NaturalGasFiredCombustionTurbine_GEN1,50475,Natural Gas Fired Combustion Turbine,4488.381952046130
160236_1,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GEN6,50150,Natural Gas Fired Combined Cycle,1316.343272859850
170530_1,NG (Natural Gas),4195_NaturalGasSteamTurbine_ST2,4195,Natural Gas Steam Turbine,1630.2791214132300
120434_1,NG (Natural Gas),3609_NaturalGasFiredCombustionTurbine_CGT2,3609,Natural Gas Fired Combustion Turbine,1257.9015474020000
210325_2,WAT (Water),6414_ConventionalHydroelectric_1,6414,Conventional Hydroelectric,0.0
210325_1,WAT (Water),6414_ConventionalHydroelectric_2,6414,Conventional Hydroelectric,0.0
230290_1,NG (Natural Gas),58151_NaturalGasFiredCombinedCycle_GTG01,58151,Natural Gas Fired Combined Cycle,1326.8238438608600
111344_2,NG (Natural Gas),55365_NaturalGasFiredCombustionTurbine_GT2,55365,Natural Gas Fired Combustion Turbine,1466.7924757307500
140321_1,WAT (Water),3599_ConventionalHydroelectric_2,3599,Conventional Hydroelectric,0.0
140320_1,WAT (Water),3599_ConventionalHydroelectric_1,3599,Conventional Hydroelectric,0.0
150454_1,NG (Natural Gas),50127_NaturalGasFiredCombinedCycle_GTC,50127,Natural Gas Fired Combined Cycle,1659.4717906908800
150452_1,NG (Natural Gas),50127_NaturalGasFiredCombinedCycle_GTB,50127,Natural Gas Fired Combined Cycle,1659.4717906908800
150451_1,NG (Natural Gas),50127_NaturalGasFiredCombinedCycle_GTA,50127,Natural Gas Fired Combined Cycle,1659.4717906908800
240202_2,WAT (Water),6128_ConventionalHydroelectric_2,6128,Conventional Hydroelectric,0.0
150547_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_12-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150546_2,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_10-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150546_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_11-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150545_2,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_09-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150544_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_06-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150543_2,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_04-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150542_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_03-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
210319_2,WAT (Water),3595_ConventionalHydroelectric_2,3595,Conventional Hydroelectric,0.0
200202_2,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG01,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200202_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG02,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200201_2,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG11,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200198_2,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG07,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200198_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG08,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
170530_2,NG (Natural Gas),4195_NaturalGasSteamTurbine_ST1,4195,Natural Gas Steam Turbine,1630.2791214132300
200156_2,NG (Natural Gas),3559_NaturalGasFiredCombinedCycle_6,3559,Natural Gas Fired Combined Cycle,1256.4758580903000
150541_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_02-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
200195_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG04,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200197_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG06,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
150541_2,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_01-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
160224_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_ST1,10554,Natural Gas Fired Combined Cycle,859.5254029016460
140351_2,NG (Natural Gas),50118_NaturalGasFiredCombinedCycle_GEN9,50118,Natural Gas Fired Combined Cycle,1367.4695302923300
200199_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG09,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
210320_1,WAT (Water),3595_ConventionalHydroelectric_3,3595,Conventional Hydroelectric,0.0
120490_1,SUN (Solar),57197_SolarPhotovoltaic_1,57197,Solar Photovoltaic,0.0
200195_2,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG03,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200196_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG05,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
200201_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG12,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
150543_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_05-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
150544_2,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_07-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
230290_2,NG (Natural Gas),58151_NaturalGasFiredCombinedCycle_STG02,58151,Natural Gas Fired Combined Cycle,1326.8238438608600
180114_1,WAT (Water),6410_ConventionalHydroelectric_1,6410,Conventional Hydroelectric,0.0
180145_1,SUN (Solar),63027_SolarPhotovoltaic_20,63027,Solar Photovoltaic,0.0
170583_1,SUN (Solar),61871_SolarPhotovoltaic_GEN1,61871,Solar Photovoltaic,0.0
170579_1,SUN (Solar),61532_SolarPhotovoltaic_GEN1,61532,Solar Photovoltaic,0.0
170577_1,SUN (Solar),61524_SolarPhotovoltaic_GEN1,61524,Solar Photovoltaic,0.0
250376_1,SUN (Solar),61810_SolarPhotovoltaic_GEN1,61810,Solar Photovoltaic,0.0
120500_1,SUN (Solar),58068_SolarPhotovoltaic_1,58068,Solar Photovoltaic,0.0
120498_1,SUN (Solar),58027_SolarPhotovoltaic_1,58027,Solar Photovoltaic,0.0
150554_1,SUN (Solar),63180_SolarPhotovoltaic_TXWHT,63180,Solar Photovoltaic,0.0
150545_1,NG (Natural Gas),61643_NaturalGasInternalCombustionEngine_08-Dec,61643,Natural Gas Internal Combustion Engine,982.1835133056460
200200_1,NG (Natural Gas),59391_NaturalGasInternalCombustionEngine_ENG10,59391,Natural Gas Internal Combustion Engine,1049.4577047889200
140311_2,WAT (Water),3594_ConventionalHydroelectric_2,3594,Conventional Hydroelectric,0.0
120458_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_15A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120457_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_12A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120457_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_13A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120456_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_11A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120455_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_8A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120454_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_6A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120454_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_7A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120453_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_5A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120452_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_4A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120451_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_24A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120450_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_23A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120449_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_20A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
150454_2,NG (Natural Gas),50127_NaturalGasFiredCombinedCycle_STD,50127,Natural Gas Fired Combined Cycle,1659.4717906908800
230295_1,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT6,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
230294_2,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT3,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
230293_2,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT1,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
140311_1,WAT (Water),3594_ConventionalHydroelectric_1,3594,Conventional Hydroelectric,0.0
170528_1,NG (Natural Gas),4195_NaturalGasInternalCombustionEngine_EP,4195,Natural Gas Internal Combustion Engine,1630.2791214132300
180117_1,WAT (Water),6410_ConventionalHydroelectric_3,6410,Conventional Hydroelectric,0.0
120460_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_19A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120449_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_21A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120450_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_22A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
240278_1,OTH (Other),56981_Batteries_PYRBT,56981,Batteries,0.0
200162_1,AB (Agricultural By-Products),54338_OtherWasteBiomass_GEND,54338,Other Waste Biomass,84363.66966912530
120456_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_10A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120459_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_16A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120460_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_18A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
230295_2,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT5,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
120455_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_9A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
240280_1,OTH (Other),56984_Batteries_INABT,56984,Batteries,0.0
120524_1,OTH (Other),62609_Batteries_BA1,62609,Batteries,0.0
120459_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_17A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
120458_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_14A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
170529_1,NG (Natural Gas),4195_NaturalGasInternalCombustionEngine_EP3,4195,Natural Gas Internal Combustion Engine,1630.2791214132300
120461_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_1A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
230294_1,NG (Natural Gas),59938_NaturalGasInternalCombustionEngine_UNIT4,59938,Natural Gas Internal Combustion Engine,1118.1970878090100
200170_1,NG (Natural Gas),55123_NaturalGasFiredCombinedCycle_STG,55123,Natural Gas Fired Combined Cycle,856.5869678880090
190203_1,WND (Wind),61970_OnshoreWindTurbine_BSII,61970,Onshore Wind Turbine,0.0
111264_1,NG (Natural Gas),50229_NaturalGasSteamTurbine_TG2,50229,Natural Gas Steam Turbine,6640.9723055307200
140331_1,NG (Natural Gas),3601_NaturalGasSteamTurbine_3,3601,Natural Gas Steam Turbine,1295.846202885110
190187_1,MWH (Electricity use for Energy Storage),60690_Batteries_WBSS,60690,Batteries,0.0
111262_1,PUR (Purchased Steam),50153_AllOther_STG,50153,All Other,0.0
190174_1,WND (Wind),60210_OnshoreWindTurbine_CPWF,60210,Onshore Wind Turbine,0.0
111212_1,NG (Natural Gas),3470_NaturalGasFiredCombustionTurbine_GT1,3470,Natural Gas Fired Combustion Turbine,1262.4217877233500
190126_1,WND (Wind),58048_OnshoreWindTurbine_1,58048,Onshore Wind Turbine,0.0
111211_1,SUB (Subbituminous Coal),3470_ConventionalSteamCoal_7,3470,Conventional Steam Coal,2288.2066166956400
190116_1,WND (Wind),56673_OnshoreWindTurbine_WEC,56673,Onshore Wind Turbine,0.0
190111_1,WND (Wind),56457_OnshoreWindTurbine_1,56457,Onshore Wind Turbine,0.0
190109_1,NG (Natural Gas),56233_NaturalGasFiredCombinedCycle_STG,56233,Natural Gas Fired Combined Cycle,938.6924416406910
190108_2,NG (Natural Gas),56233_NaturalGasFiredCombinedCycle_CT02,56233,Natural Gas Fired Combined Cycle,938.6924416406910
190108_1,NG (Natural Gas),56233_NaturalGasFiredCombinedCycle_CTG1,56233,Natural Gas Fired Combined Cycle,938.6924416406910
111335_1,NG (Natural Gas),55327_NaturalGasFiredCombinedCycle_CTG2,55327,Natural Gas Fired Combined Cycle,946.3876846156430
111210_1,SUB (Subbituminous Coal),3470_ConventionalSteamCoal_8,3470,Conventional Steam Coal,2288.2066166956400
180115_1,WAT (Water),6410_ConventionalHydroelectric_2,6410,Conventional Hydroelectric,0.0
180112_1,NG (Natural Gas),3439_NaturalGasFiredCombustionTurbine_5,3439,Natural Gas Fired Combustion Turbine,1159.188429435010
130355_1,NG (Natural Gas),55223_NaturalGasFiredCombinedCycle_GT1,55223,Natural Gas Fired Combined Cycle,860.5013639764690
111329_1,WH (Waste Heat),55311_AllOther_GEN2,55311,All Other,1558.6401081955400
111249_2,NG (Natural Gas),10692_NaturalGasFiredCombustionTurbine_GEN2,10692,Natural Gas Fired Combustion Turbine,1513.6924322552700
170563_1,NG (Natural Gas),58005_NaturalGasFiredCombinedCycle_STG-1,58005,Natural Gas Fired Combined Cycle,844.1883500375480
111249_1,NG (Natural Gas),10692_NaturalGasFiredCombustionTurbine_GEN3,10692,Natural Gas Fired Combustion Turbine,1513.6924322552700
111248_1,NG (Natural Gas),10692_NaturalGasFiredCombustionTurbine_GEN1,10692,Natural Gas Fired Combustion Turbine,1513.6924322552700
170528_2,NG (Natural Gas),4195_NaturalGasInternalCombustionEngine_EP2,4195,Natural Gas Internal Combustion Engine,1630.2791214132300
120464_1,SUB (Subbituminous Coal),6181_ConventionalSteamCoal_2,6181,Conventional Steam Coal,2338.085512618570
160283_1,WND (Wind),58424_OnshoreWindTurbine_1,58424,Onshore Wind Turbine,0.0
111244_1,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT44,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
111206_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_GT1,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
111243_2,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT42,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
160254_1,NG (Natural Gas),55206_NaturalGasFiredCombinedCycle_CT2,55206,Natural Gas Fired Combined Cycle,1142.5778691572000
111243_1,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT43,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
160243_1,WH (Waste Heat),50404_AllOther_TG2,50404,All Other,0.0
160242_1,WH (Waste Heat),50404_AllOther_TG3,50404,All Other,0.0
160239_2,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_IGT,50150,Natural Gas Fired Combined Cycle,1316.343272859850
160239_1,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GEN9,50150,Natural Gas Fired Combined Cycle,1316.343272859850
160238_1,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GEN5,50150,Natural Gas Fired Combined Cycle,1316.343272859850
160237_2,NG (Natural Gas),50150_NaturalGasFiredCombinedCycle_GE10,50150,Natural Gas Fired Combined Cycle,1316.343272859850
111242_2,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT41,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
160233_1,PC (Petroleum Coke),50121_PetroleumCoke_TG2,50121,Petroleum Coke,3288.9224876124200
160231_1,PC (Petroleum Coke),50121_PetroleumCoke_TG1,50121,Petroleum Coke,3288.9224876124200
160230_1,WH (Waste Heat),50121_AllOther_PRU,50121,All Other,2812.4223834694700
120452_2,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_3A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
111242_1,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT45,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
120451_1,NG (Natural Gas),3630_NaturalGasInternalCombustionEngine_2A,3630,Natural Gas Internal Combustion Engine,1075.7031649780400
270213_1,NG (Natural Gas),55144_NaturalGasFiredCombinedCycle_U4,55144,Natural Gas Fired Combined Cycle,895.7279129464840
111241_2,NG (Natural Gas),10436_NaturalGasFiredCombustionTurbine_GT38,10436,Natural Gas Fired Combustion Turbine,1398.6972591451800
160205_1,NG (Natural Gas),4939_NaturalGasFiredCombinedCycle_2,4939,Natural Gas Fired Combined Cycle,932.4778302315890
160201_1,NG (Natural Gas),3631_NaturalGasFiredCombustionTurbine_2,3631,Natural Gas Fired Combustion Turbine,1174.797722467510
