BUS UID,Fuel,GEN UID,Plant Code,Unit Type,CO2 Emissions Lbs/MWh
260213_1,NG (Natural Gas),55091_NaturalGasFiredCombinedCycle_STK6,55091,Natural Gas Fired Combined Cycle,899.2126309111640
111340_1,NG (Natural Gas),55357_NaturalGasFiredCombinedCycle_CTG1,55357,Natural Gas Fired Combined Cycle,870.7429128480550
160266_1,NG (Natural Gas),56708_NaturalGasSteamTurbine_G2101,56708,Natural Gas Steam Turbine,1581.4116489469500
150485_1,NG (Natural Gas),55230_NaturalGasFiredCombinedCycle_CT3,55230,Natural Gas Fired Combined Cycle,863.9534000626590
220183_1,WND (Wind),56920_OnshoreWindTurbine_1,56920,Onshore Wind Turbine,0.0
210328_1,NG (Natural Gas),55172_NaturalGasFiredCombinedCycle_GT-1,55172,Natural Gas Fired Combined Cycle,820.7693901397300
160249_1,NG (Natural Gas),55086_NaturalGasFiredCombinedCycle_GT1A,55086,Natural Gas Fired Combined Cycle,1164.6595380492200
111336_1,NG (Natural Gas),55327_NaturalGasFiredCombinedCycle_CTG3,55327,Natural Gas Fired Combined Cycle,946.3876846156430
160250_1,NG (Natural Gas),55086_NaturalGasFiredCombinedCycle_GT1B,55086,Natural Gas Fired Combined Cycle,1164.6595380492200
140358_1,NG (Natural Gas),55154_NaturalGasFiredCombinedCycle_CTA,55154,Natural Gas Fired Combined Cycle,853.0161777560590
210340_1,NG (Natural Gas),58001_NaturalGasFiredCombinedCycle_CTG-3,58001,Natural Gas Fired Combined Cycle,848.1892185919150
130366_1,NG (Natural Gas),55480_NaturalGasFiredCombinedCycle_U2,55480,Natural Gas Fired Combined Cycle,852.6020305821020
111374_1,NG (Natural Gas),56806_NaturalGasFiredCombinedCycle_42,56806,Natural Gas Fired Combined Cycle,904.7856184821290
170523_1,NG (Natural Gas),3576_NaturalGasSteamTurbine_3,3576,Natural Gas Steam Turbine,1543.1926968462200
160253_1,NG (Natural Gas),55206_NaturalGasFiredCombinedCycle_CT1,55206,Natural Gas Fired Combined Cycle,1142.5778691572000
120446_1,NG (Natural Gas),3612_NaturalGasSteamTurbine_1,3612,Natural Gas Steam Turbine,1336.7747387067100
140333_1,NG (Natural Gas),3601_NaturalGasSteamTurbine_2,3601,Natural Gas Steam Turbine,1295.846202885110
140332_1,NG (Natural Gas),3601_NaturalGasSteamTurbine_1,3601,Natural Gas Steam Turbine,1295.846202885110
111322_1,NG (Natural Gas),55187_NaturalGasFiredCombinedCycle_ST1,55187,Natural Gas Fired Combined Cycle,1235.0748898652200
150510_1,WND (Wind),58372_OnshoreWindTurbine_GEN1,58372,Onshore Wind Turbine,0.0
240225_1,WND (Wind),56311_OnshoreWindTurbine_SW3,56311,Onshore Wind Turbine,0.0
111352_1,NG (Natural Gas),55464_NaturalGasFiredCombinedCycle_CTG6,55464,Natural Gas Fired Combined Cycle,1227.253239819680
270220_1,NG (Natural Gas),55153_NaturalGasFiredCombinedCycle_CTG2,55153,Natural Gas Fired Combined Cycle,831.1875798072930
160255_1,NG (Natural Gas),55206_NaturalGasFiredCombinedCycle_ST1,55206,Natural Gas Fired Combined Cycle,1142.5778691572000
111246_1,NG (Natural Gas),10692_NaturalGasFiredCombustionTurbine_GEN5,10692,Natural Gas Fired Combustion Turbine,1513.6924322552700
160194_1,NG (Natural Gas),3443_NaturalGasFiredCombinedCycle_7,3443,Natural Gas Fired Combined Cycle,922.6339110251950
190114_1,WND (Wind),56506_OnshoreWindTurbine_SCW,56506,Onshore Wind Turbine,0.0
250364_1,NG (Natural Gas),55132_NaturalGasFiredCombinedCycle_GTG2,55132,Natural Gas Fired Combined Cycle,867.4615122184950
170552_1,NG (Natural Gas),55097_NaturalGasFiredCombinedCycle_CTG1,55097,Natural Gas Fired Combined Cycle,833.8917064786300
220147_1,NG (Natural Gas),55215_NaturalGasFiredCombinedCycle_CTG4,55215,Natural Gas Fired Combined Cycle,830.6789607640070
111333_1,NG (Natural Gas),55327_NaturalGasFiredCombinedCycle_STG1,55327,Natural Gas Fired Combined Cycle,946.3876846156430
240241_1,WND (Wind),56592_OnshoreWindTurbine_CH1,56592,Onshore Wind Turbine,0.0
220145_1,NG (Natural Gas),55215_NaturalGasFiredCombinedCycle_CTG2,55215,Natural Gas Fired Combined Cycle,830.6789607640070
150531_1,WND (Wind),60502_OnshoreWindTurbine_GEN1,60502,Onshore Wind Turbine,0.0
140336_1,NG (Natural Gas),4937_NaturalGasFiredCombinedCycle_CT-1,4937,Natural Gas Fired Combined Cycle,790.5038820774780
220169_1,WND (Wind),56394_OnshoreWindTurbine_1,56394,Onshore Wind Turbine,0.0
130353_1,NG (Natural Gas),3453_NaturalGasSteamTurbine_6,3453,Natural Gas Steam Turbine,1484.3167782942300
220181_1,WND (Wind),56783_OnshoreWindTurbine_1,56783,Onshore Wind Turbine,0.0
250369_1,NG (Natural Gas),55226_NaturalGasFiredCombinedCycle_GT1,55226,Natural Gas Fired Combined Cycle,838.4967365938270
240217_1,WND (Wind),56240_OnshoreWindTurbine_1,56240,Onshore Wind Turbine,0.0
240269_1,WND (Wind),56775_OnshoreWindTurbine_1,56775,Onshore Wind Turbine,0.0
220174_1,WND (Wind),56644_OnshoreWindTurbine_1,56644,Onshore Wind Turbine,0.0
150496_1,WND (Wind),57156_OnshoreWindTurbine_BC,57156,Onshore Wind Turbine,0.0
220176_1,WND (Wind),56776_OnshoreWindTurbine_1,56776,Onshore Wind Turbine,0.0
170565_1,NG (Natural Gas),58005_NaturalGasFiredCombinedCycle_CTG-2,58005,Natural Gas Fired Combined Cycle,844.1883500375480
220230_1,SUN (Solar),60436_SolarPhotovoltaic_1,60436,Solar Photovoltaic,0.0
111404_1,NG (Natural Gas),60468_NaturalGasFiredCombustionTurbine_GT-1,60468,Natural Gas Fired Combustion Turbine,1514.468722262300
150484_1,NG (Natural Gas),55230_NaturalGasFiredCombinedCycle_CT2,55230,Natural Gas Fired Combined Cycle,863.9534000626590
170553_1,NG (Natural Gas),55097_NaturalGasFiredCombinedCycle_CTG2,55097,Natural Gas Fired Combined Cycle,833.8917064786300
170551_1,NG (Natural Gas),55097_NaturalGasFiredCombinedCycle_STG2,55097,Natural Gas Fired Combined Cycle,833.8917064786300
220206_1,SUN (Solar),59206_SolarPhotovoltaic_OCIA6,59206,Solar Photovoltaic,0.0
220186_1,WND (Wind),56921_OnshoreWindTurbine_1,56921,Onshore Wind Turbine,0.0
140361_1,NG (Natural Gas),55168_NaturalGasFiredCombinedCycle_3,55168,Natural Gas Fired Combined Cycle,935.1734831937100
270215_1,NG (Natural Gas),55144_NaturalGasFiredCombinedCycle_U2,55144,Natural Gas Fired Combined Cycle,895.7279129464840
130356_1,NG (Natural Gas),55223_NaturalGasFiredCombinedCycle_ST1,55223,Natural Gas Fired Combined Cycle,860.5013639764690
240219_1,WND (Wind),56270_OnshoreWindTurbine_1,56270,Onshore Wind Turbine,0.0
170564_1,NG (Natural Gas),58005_NaturalGasFiredCombinedCycle_CTG-1,58005,Natural Gas Fired Combined Cycle,844.1883500375480
210330_1,NG (Natural Gas),55172_NaturalGasFiredCombinedCycle_GT-3,55172,Natural Gas Fired Combined Cycle,820.7693901397300
150507_1,WND (Wind),58080_OnshoreWindTurbine_1,58080,Onshore Wind Turbine,0.0
240261_1,WND (Wind),56763_OnshoreWindTurbine_4,56763,Onshore Wind Turbine,0.0
111270_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN6,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
160258_1,NG (Natural Gas),55313_NaturalGasFiredCombinedCycle_CTG1,55313,Natural Gas Fired Combined Cycle,1046.5869493861100
160195_1,NG (Natural Gas),3443_NaturalGasFiredCombinedCycle_5,3443,Natural Gas Fired Combined Cycle,922.6339110251950
230285_1,NG (Natural Gas),55062_NaturalGasFiredCombinedCycle_GTG1,55062,Natural Gas Fired Combined Cycle,832.7969290736730
200207_1,WND (Wind),60059_OnshoreWindTurbine_1,60059,Onshore Wind Turbine,0.0
150512_1,WND (Wind),58838_OnshoreWindTurbine_KW1,58838,Onshore Wind Turbine,0.0
230276_1,NG (Natural Gas),6243_NaturalGasSteamTurbine_1,6243,Natural Gas Steam Turbine,1635.6493712590400
111356_1,NG (Natural Gas),55470_NaturalGasFiredCombinedCycle_TR2,55470,Natural Gas Fired Combined Cycle,1203.454292119990
111309_1,NG (Natural Gas),55015_NaturalGasFiredCombustionTurbine_GEN4,55015,Natural Gas Fired Combustion Turbine,1729.4088419514000
111307_1,NG (Natural Gas),55015_NaturalGasFiredCombustionTurbine_GEN2,55015,Natural Gas Fired Combustion Turbine,1729.4088419514000
111321_1,NG (Natural Gas),55187_NaturalGasFiredCombinedCycle_GT4,55187,Natural Gas Fired Combined Cycle,1235.0748898652200
250372_1,NG (Natural Gas),55226_NaturalGasFiredCombinedCycle_GT4,55226,Natural Gas Fired Combined Cycle,838.4967365938270
170524_1,NG (Natural Gas),3576_NaturalGasSteamTurbine_2,3576,Natural Gas Steam Turbine,1543.1926968462200
111360_1,NG (Natural Gas),56152_NaturalGasFiredCombinedCycle_CTG1,56152,Natural Gas Fired Combined Cycle,1060.3658235639000
210329_1,NG (Natural Gas),55172_NaturalGasFiredCombinedCycle_GT-2,55172,Natural Gas Fired Combined Cycle,820.7693901397300
150463_1,NG (Natural Gas),54817_NaturalGasFiredCombinedCycle_ST-1,54817,Natural Gas Fired Combined Cycle,951.851679779604
111283_1,NG (Natural Gas),52088_NaturalGasFiredCombinedCycle_GEN4,52088,Natural Gas Fired Combined Cycle,1591.3418665651100
111282_1,NG (Natural Gas),52088_NaturalGasFiredCombinedCycle_GEN3,52088,Natural Gas Fired Combined Cycle,1591.3418665651100
111281_1,NG (Natural Gas),52088_NaturalGasFiredCombinedCycle_GEN2,52088,Natural Gas Fired Combined Cycle,1591.3418665651100
150436_1,NG (Natural Gas),3628_NaturalGasFiredCombustionTurbine_5,3628,Natural Gas Fired Combustion Turbine,1527.5860032322700
111318_1,NG (Natural Gas),55187_NaturalGasFiredCombinedCycle_GT1,55187,Natural Gas Fired Combined Cycle,1235.0748898652200
111350_1,NG (Natural Gas),55464_NaturalGasFiredCombinedCycle_CTG3,55464,Natural Gas Fired Combined Cycle,1227.253239819680
111355_1,NG (Natural Gas),55470_NaturalGasFiredCombinedCycle_TR1,55470,Natural Gas Fired Combined Cycle,1203.454292119990
230287_1,NG (Natural Gas),55062_NaturalGasFiredCombinedCycle_GTG3,55062,Natural Gas Fired Combined Cycle,832.7969290736730
240250_1,WND (Wind),56649_OnshoreWindTurbine_1,56649,Onshore Wind Turbine,0.0
150534_1,WND (Wind),60983_OnshoreWindTurbine_BWIND,60983,Onshore Wind Turbine,0.0
111280_1,NG (Natural Gas),52088_NaturalGasFiredCombinedCycle_GEN1,52088,Natural Gas Fired Combined Cycle,1591.3418665651100
120512_1,SUN (Solar),59205_SolarPhotovoltaic_OCIA5,59205,Solar Photovoltaic,0.0
240288_1,SUN (Solar),59207_SolarPhotovoltaic_OCIA7,59207,Solar Photovoltaic,0.0
220256_1,SUN (Solar),62448_SolarPhotovoltaic_LAP,62448,Solar Photovoltaic,0.0
220253_1,SUN (Solar),62415_SolarPhotovoltaic_WOTP1,62415,Solar Photovoltaic,0.0
220228_1,SUN (Solar),60372_SolarPhotovoltaic_LSPV1,60372,Solar Photovoltaic,0.0
120493_1,WND (Wind),58000_OnshoreWindTurbine_ANA,58000,Onshore Wind Turbine,0.0
240214_1,WND (Wind),56212_OnshoreWindTurbine_SW2,56212,Onshore Wind Turbine,0.0
200173_1,NG (Natural Gas),55545_NaturalGasFiredCombinedCycle_CTG1,55545,Natural Gas Fired Combined Cycle,872.2444669314220
220163_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_ST2,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
220162_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_ST1,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
111365_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_ST2,56350,Natural Gas Fired Combined Cycle,990.9730145769560
111364_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_ST1,56350,Natural Gas Fired Combined Cycle,990.9730145769560
250370_1,NG (Natural Gas),55226_NaturalGasFiredCombinedCycle_GT2,55226,Natural Gas Fired Combined Cycle,838.4967365938270
200204_1,WND (Wind),59712_OnshoreWindTurbine_SRWI,59712,Onshore Wind Turbine,0.0
160267_1,NG (Natural Gas),56708_NaturalGasSteamTurbine_G2201,56708,Natural Gas Steam Turbine,1581.4116489469500
111288_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-65,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
111308_1,NG (Natural Gas),55015_NaturalGasFiredCombustionTurbine_GEN3,55015,Natural Gas Fired Combustion Turbine,1729.4088419514000
111191_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_4,3469,Natural Gas Fired Combined Cycle,1206.168227378370
220191_2,WND (Wind),56961_OnshoreWindTurbine_VESTA,56961,Onshore Wind Turbine,0.0
111301_1,NG (Natural Gas),54676_NaturalGasFiredCombinedCycle_G84,54676,Natural Gas Fired Combined Cycle,1184.120300774830
270208_1,NG (Natural Gas),55137_NaturalGasFiredCombinedCycle_CTG1,55137,Natural Gas Fired Combined Cycle,838.862810071475
180121_1,WND (Wind),58021_OnshoreWindTurbine_1,58021,Onshore Wind Turbine,0.0
250368_1,NG (Natural Gas),55226_NaturalGasFiredCombinedCycle_ST6,55226,Natural Gas Fired Combined Cycle,838.4967365938270
111348_1,NG (Natural Gas),55464_NaturalGasFiredCombinedCycle_CTG1,55464,Natural Gas Fired Combined Cycle,1227.253239819680
220146_1,NG (Natural Gas),55215_NaturalGasFiredCombinedCycle_CTG3,55215,Natural Gas Fired Combined Cycle,830.6789607640070
130361_1,NG (Natural Gas),55480_NaturalGasFiredCombinedCycle_U1,55480,Natural Gas Fired Combined Cycle,852.6020305821020
111247_1,NG (Natural Gas),10692_NaturalGasFiredCombustionTurbine_GEN4,10692,Natural Gas Fired Combustion Turbine,1513.6924322552700
220171_1,WND (Wind),56479_OnshoreWindTurbine_2,56479,Onshore Wind Turbine,0.0
111349_1,NG (Natural Gas),55464_NaturalGasFiredCombinedCycle_CTG2,55464,Natural Gas Fired Combined Cycle,1227.253239819680
210331_1,NG (Natural Gas),55172_NaturalGasFiredCombinedCycle_ST-4,55172,Natural Gas Fired Combined Cycle,820.7693901397300
150435_1,NG (Natural Gas),3628_NaturalGasFiredCombustionTurbine_4,3628,Natural Gas Fired Combustion Turbine,1527.5860032322700
111357_1,NG (Natural Gas),55470_NaturalGasFiredCombinedCycle_TR3,55470,Natural Gas Fired Combined Cycle,1203.454292119990
140337_1,NG (Natural Gas),4937_NaturalGasFiredCombinedCycle_CT-2,4937,Natural Gas Fired Combined Cycle,790.5038820774780
220151_1,WND (Wind),55747_OnshoreWindTurbine_NWP2,55747,Onshore Wind Turbine,0.0
220156_1,WND (Wind),55796_OnshoreWindTurbine_1,55796,Onshore Wind Turbine,0.0
111221_1,NG (Natural Gas),7325_NaturalGasFiredCombustionTurbine_2,7325,Natural Gas Fired Combustion Turbine,1561.72835887622
240230_1,WND (Wind),56372_OnshoreWindTurbine_SW5,56372,Onshore Wind Turbine,0.0
250374_1,WDS (Wood/Wood Waste Solids),55708_Wood/WoodWasteBiomass_STG4,55708,Wood/Wood Waste Biomass,8907.110888106790
111312_1,NG (Natural Gas),55047_NaturalGasFiredCombinedCycle_CTG1,55047,Natural Gas Fired Combined Cycle,887.6618692917330
170542_1,NG (Natural Gas),50109_NaturalGasFiredCombinedCycle_GEN2,50109,Natural Gas Fired Combined Cycle,1045.1845879041500
240255_1,WND (Wind),56754_OnshoreWindTurbine_1,56754,Onshore Wind Turbine,0.0
180128_1,WND (Wind),59654_OnshoreWindTurbine_1,59654,Onshore Wind Turbine,0.0
220153_1,WND (Wind),55795_OnshoreWindTurbine_1,55795,Onshore Wind Turbine,0.0
270222_1,NG (Natural Gas),55153_NaturalGasFiredCombinedCycle_CTG4,55153,Natural Gas Fired Combined Cycle,831.1875798072930
160251_1,NG (Natural Gas),55086_NaturalGasFiredCombinedCycle_STG,55086,Natural Gas Fired Combined Cycle,1164.6595380492200
111231_1,NG (Natural Gas),10298_NaturalGasFiredCombustionTurbine_GT1,10298,Natural Gas Fired Combustion Turbine,1672.50550292608
111330_1,NG (Natural Gas),55311_NaturalGasFiredCombustionTurbine_GEN1,55311,Natural Gas Fired Combustion Turbine,1558.6401081955400
170522_1,NG (Natural Gas),3576_NaturalGasSteamTurbine_1,3576,Natural Gas Steam Turbine,1543.1926968462200
240285_1,WND (Wind),57303_OnshoreWindTurbine_LWG2,57303,Onshore Wind Turbine,0.0
240284_1,WND (Wind),57303_OnshoreWindTurbine_LWG1,57303,Onshore Wind Turbine,0.0
111233_1,NG (Natural Gas),10298_NaturalGasFiredCombustionTurbine_GT3,10298,Natural Gas Fired Combustion Turbine,1672.50550292608
111267_1,OG (Other Gas),50304_OtherGases_GEN4,50304,Other Gases,1679.1966876794600
111354_1,NG (Natural Gas),55470_NaturalGasFiredCombinedCycle_ST1,55470,Natural Gas Fired Combined Cycle,1203.454292119990
111382_1,NG (Natural Gas),58378_NaturalGasFiredCombustionTurbine_GT2,58378,Natural Gas Fired Combustion Turbine,2486.8586196953800
111287_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-67,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
111304_1,NG (Natural Gas),54676_NaturalGasFiredCombinedCycle_G83,54676,Natural Gas Fired Combined Cycle,1184.120300774830
111302_1,NG (Natural Gas),54676_NaturalGasFiredCombinedCycle_G81,54676,Natural Gas Fired Combined Cycle,1184.120300774830
160221_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG6,10554,Natural Gas Fired Combined Cycle,859.5254029016460
160218_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG3,10554,Natural Gas Fired Combined Cycle,859.5254029016460
160217_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG2,10554,Natural Gas Fired Combined Cycle,859.5254029016460
160216_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG1,10554,Natural Gas Fired Combined Cycle,859.5254029016460
111368_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_CT2A,56350,Natural Gas Fired Combined Cycle,990.9730145769560
111367_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_CT1B,56350,Natural Gas Fired Combined Cycle,990.9730145769560
111366_1,NG (Natural Gas),56350_NaturalGasFiredCombinedCycle_CT1A,56350,Natural Gas Fired Combined Cycle,990.9730145769560
220133_1,NG (Natural Gas),52176_NaturalGasFiredCombinedCycle_GEN2,52176,Natural Gas Fired Combined Cycle,1086.3290443307300
150445_1,NG (Natural Gas),8063_NaturalGasFiredCombustionTurbine_CT1,8063,Natural Gas Fired Combustion Turbine,1624.162993749930
220132_1,NG (Natural Gas),52176_NaturalGasFiredCombinedCycle_GEN1,52176,Natural Gas Fired Combined Cycle,1086.3290443307300
111306_1,NG (Natural Gas),55015_NaturalGasFiredCombustionTurbine_GEN1,55015,Natural Gas Fired Combustion Turbine,1729.4088419514000
111220_1,NG (Natural Gas),7325_NaturalGasFiredCombustionTurbine_1,7325,Natural Gas Fired Combustion Turbine,1561.72835887622
111190_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_3,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111275_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN4,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
220164_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_CT1A,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
111268_1,OG (Other Gas),50304_OtherGases_GEN5,50304,Other Gases,1679.1966876794600
111272_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN1,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
240256_1,WND (Wind),56754_OnshoreWindTurbine_2,56754,Onshore Wind Turbine,0.0
111254_1,NG (Natural Gas),50043_NaturalGasFiredCombinedCycle_GT3,50043,Natural Gas Fired Combined Cycle,1229.2139645821100
111296_1,NG (Natural Gas),52132_NaturalGasFiredCombinedCycle_GEN2,52132,Natural Gas Fired Combined Cycle,1543.8765720281800
111295_1,NG (Natural Gas),52132_NaturalGasFiredCombinedCycle_GEN1,52132,Natural Gas Fired Combined Cycle,1543.8765720281800
111276_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN5,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
220167_1,NG (Natural Gas),56349_NaturalGasFiredCombinedCycle_CT2B,56349,Natural Gas Fired Combined Cycle,1006.0915148454700
150517_1,WND (Wind),59238_OnshoreWindTurbine_WND2,59238,Onshore Wind Turbine,0.0
130352_1,NG (Natural Gas),3453_NaturalGasSteamTurbine_7,3453,Natural Gas Steam Turbine,1484.3167782942300
111251_1,NG (Natural Gas),50043_NaturalGasFiredCombinedCycle_GT1,50043,Natural Gas Fired Combined Cycle,1229.2139645821100
111358_1,NG (Natural Gas),55470_NaturalGasFiredCombinedCycle_ST805,55470,Natural Gas Fired Combined Cycle,1203.454292119990
111187_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_83,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
220126_1,NG (Natural Gas),3494_NaturalGasFiredCombustionTurbine_CT4,3494,Natural Gas Fired Combustion Turbine,1639.7802531350700
220125_1,NG (Natural Gas),3494_NaturalGasFiredCombustionTurbine_CT3,3494,Natural Gas Fired Combustion Turbine,1639.7802531350700
111290_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-63,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
111386_1,NG (Natural Gas),59145_NaturalGasFiredCombustionTurbine_65GTG,59145,Natural Gas Fired Combustion Turbine,1469.5700863684400
150448_1,NG (Natural Gas),8063_NaturalGasFiredCombustionTurbine_CT4,8063,Natural Gas Fired Combustion Turbine,1624.162993749930
111286_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-66,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
180111_1,NG (Natural Gas),3439_NaturalGasFiredCombustionTurbine_4,3439,Natural Gas Fired Combustion Turbine,1159.188429435010
170533_1,NG (Natural Gas),4266_NaturalGasSteamTurbine_5,4266,Natural Gas Steam Turbine,1680.4065501129200
170532_1,NG (Natural Gas),4266_NaturalGasSteamTurbine_4,4266,Natural Gas Steam Turbine,1680.4065501129200
111271_1,NG (Natural Gas),50815_NaturalGasFiredCombinedCycle_GEN7,50815,Natural Gas Fired Combined Cycle,1368.5917843004300
111316_1,NG (Natural Gas),55047_NaturalGasFiredCombinedCycle_STG1,55047,Natural Gas Fired Combined Cycle,887.6618692917330
150492_1,WND (Wind),56771_OnshoreWindTurbine_1,56771,Onshore Wind Turbine,0.0
111292_1,NG (Natural Gas),52120_NaturalGasFiredCombustionTurbine_G-37,52120,Natural Gas Fired Combustion Turbine,1214.7837644959700
220127_1,NG (Natural Gas),3494_NaturalGasFiredCombustionTurbine_CT5,3494,Natural Gas Fired Combustion Turbine,1639.7802531350700
111203_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_54,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
111202_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_53,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
111201_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_52,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
170541_1,NG (Natural Gas),50109_NaturalGasFiredCombinedCycle_GEN3,50109,Natural Gas Fired Combined Cycle,1045.1845879041500
160226_1,NG (Natural Gas),10790_NaturalGasFiredCombustionTurbine_GEN1,10790,Natural Gas Fired Combustion Turbine,1420.6581201469500
160222_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_ST2,10554,Natural Gas Fired Combined Cycle,859.5254029016460
111196_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_43,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111195_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_42,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111194_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_41,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111192_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_33,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111198_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_31,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111197_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_44,3469,Natural Gas Fired Combined Cycle,1206.168227378370
111289_1,NG (Natural Gas),52120_NaturalGasFiredCombinedCycle_G-61,52120,Natural Gas Fired Combined Cycle,1214.7837644959700
111260_1,NG (Natural Gas),50137_NaturalGasFiredCombustionTurbine_GEN1,50137,Natural Gas Fired Combustion Turbine,1687.6142253502800
111183_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_73,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
111185_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_81,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
111400_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT6,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
111398_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT4,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
111397_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT3,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
111396_1,NG (Natural Gas),60264_NaturalGasFiredCombustionTurbine_BCGT2,60264,Natural Gas Fired Combustion Turbine,1572.8704756031000
160219_1,NG (Natural Gas),10554_NaturalGasFiredCombinedCycle_TBG4,10554,Natural Gas Fired Combined Cycle,859.5254029016460
111205_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_56,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
140307_1,NG (Natural Gas),3548_NaturalGasFiredCombustionTurbine_GT4,3548,Natural Gas Fired Combustion Turbine,1392.6550016981400
140304_1,NG (Natural Gas),3548_NaturalGasFiredCombustionTurbine_GT1,3548,Natural Gas Fired Combustion Turbine,1392.6550016981400
111200_1,NG (Natural Gas),3469_NaturalGasFiredCombustionTurbine_51,3469,Natural Gas Fired Combustion Turbine,1206.168227378370
150446_1,NG (Natural Gas),8063_NaturalGasFiredCombustionTurbine_CT2,8063,Natural Gas Fired Combustion Turbine,1624.162993749930
111303_1,NG (Natural Gas),54676_NaturalGasFiredCombinedCycle_G82,54676,Natural Gas Fired Combined Cycle,1184.120300774830
111188_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_84,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
111199_1,NG (Natural Gas),3469_NaturalGasFiredCombinedCycle_32,3469,Natural Gas Fired Combined Cycle,1206.168227378370
160297_1,NG (Natural Gas),61242_NaturalGasFiredCombustionTurbine_VP-1,61242,Natural Gas Fired Combustion Turbine,1294.4570992367300
111186_1,NG (Natural Gas),3464_NaturalGasFiredCombustionTurbine_82,3464,Natural Gas Fired Combustion Turbine,1792.6855550579700
111361_1,NG (Natural Gas),56152_NaturalGasFiredCombinedCycle_STG1,56152,Natural Gas Fired Combined Cycle,1060.3658235639000
111234_1,NG (Natural Gas),10298_NaturalGasFiredCombustionTurbine_GT4,10298,Natural Gas Fired Combustion Turbine,1672.50550292608
